catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
South Sudan,President,Salva Kiir Mayardit,Q57315,2011-07-09,male,1951-09-13,,Salva Kiir Mayardit.jpg,Salva Kiir Mayardit
South Sudan,Vice President,Rebecca Nyandeng De Mabior,Q3379134,2020-02-21,female,1956,,"Rebecca Nyandeng De Mabior February 10, 2006.jpg",Rebecca Nyandeng De Mabior
South Sudan,Vice President,Riek Machar,Q444994,2020-02-21,male,1953,,Riek Machar VOA photo.jpg,Riek Machar
South Sudan,Vice President,James Wani Igga,Q6145116,2020-02-21,male,1949,,James Wani Igga.JPG,James Wani Igga
South Sudan,Vice President,Taban Deng Gai,Q7672883,2020-02-21,male,1959,,Taban Deng Gai.png,Taban Deng Gai
South Sudan,Vice President,Hussein Abdelbagi,Q86281606,2020-02-23,male,,,,Hussein Abdelbagi
South Sudan,Minister of Agriculture,Josephine Lagu,Q112685733,2019,female,,,,
South Sudan,Minister of Animal Resources and Fisheries,Onyoti Adigo Nyikwac,Q112525855,2020-02-22,,,,,
South Sudan,Minister of Cabinet Affairs,Martin Elia Lomuro,Q112685857,2020-02-22,male,,,,
South Sudan,Minister of Commerce,Kuol Athian Mawien,Q112707239,2020-02-22,,,,,
South Sudan,"Minister of Culture, Youth and Sports",Nadia Arop Dudi,Q112685866,2020-02-22,female,,,,
South Sudan,Minister of Defence,Angelina Teny,Q4762750,2020-03-12,female,,,,Angelina Teny
South Sudan,Minister of East African Affairs,Deng Alor Kuol,Q5256910,2020-07-17,male,,,Deng Alor Kuol - 2018 (44868626572) (cropped).jpg,Deng Alor Kuol
South Sudan,Minister of Education,Awut Deng Acuil,Q12748065,2020-03-12,female,1962,,Awut Deng Acuil.png,Awut Deng Acuil
South Sudan,Minister of Electricity and Dams,Peter Marcello Nasir,Q112707245,2020-02-22,,,,,
South Sudan,Minister of Environment,Josephine Napwon Cosmos,Q112525664,2020-02-22,female,,,,
South Sudan,Minister of Federal Affairs,Lasuba L. Wango,Q112707240,2020-02-22,,,,,
South Sudan,Minister of Finance,Agak Achuil Lual,Q112686449,2021-11-12,male,,,,
South Sudan,Minister of Foreign Affairs,Mayiik Ayii Deng,Q48975135,2021-09-09,male,1971-12-20,,Mayiik Ayii Deng.jpg,Mayiik Ayii Deng
South Sudan,"Minister of Gender, Social Welfare and Religious Affairs",Ayaa Benjamin Warille,Q112707226,2020-02-22,,,,,
South Sudan,Minister of Health,Yolanda Wel Deng,Q112710955,2022-03-23,female,,,,
South Sudan,Minister of Higher Education,Gabriel Changson Chang,Q5515569,2020-07-15,male,,,,Gabriel Changson Chang
South Sudan,Minister of Housing,Michael Chiangjiek,Q112707244,2020-02-22,,,,,
South Sudan,Minister of Humanitarian Affairs,Peter Mayen Majongdit,Q112686617,2020-03-12,male,,,,
South Sudan,Minister of Information and Broadcasting,Michael Makue Loweth,Q6832462,2020-03-13,male,,,,Michael Makue Loweth
South Sudan,Minister of Internal Affairs,Mahmoud Solomon,Q112688773,2021-11-12,male,,,,
South Sudan,Minister of Investment,Dhieu Mathok Diing,Q112686511,2020-02-22,,,,,
South Sudan,Minister of Justice,Ruben Madol Arol Kachuol,Q111595868,2020-02-22,male,1958-10-22,,Justice Ruben Madol Arol.jpg,Ruben Madol Arol Kachuol
South Sudan,Minister of Labour,James Hoth Mai,Q16193152,2020-02-22,male,1959-11-30,,James Hoth Mai.JPG,James Hoth Mai
South Sudan,Minister of Mining,Martin Abucha,Q112709566,2021-12-01,,,,,
South Sudan,Minister of National Security,Obuto Mamur Mete,Q112686679,2020-03-12,male,,,,
South Sudan,Minister of Parliamentary Affairs,Mary Nawai Martin,Q112525827,2020-03-12,,,,,
South Sudan,Minister of Peace,Stephen Par Kuol,Q112707251,2020-02-22,,,,,
South Sudan,Minister of Petroleum,Puot Kang Chol,Q112686280,2020-03,male,,,,
South Sudan,Minister of Presidential Affairs,Barnaba Marial Benjamin,Q4861322,2021-05,male,,,Barnaba Marial Benjamin.jpg,Barnaba Marial Benjamin
South Sudan,Minister of Public Service,Joseph Bangasi Bakosoro,Q112686060,2020-02-22,,,,,
South Sudan,Minister of Roads and Bridges,Simon Mijok Mijak,Q112701013,2020-02-22,male,,,,
South Sudan,Minister of Transport,Madut Biar Yel,Q6728866,2020-02-22,male,,,,Madut Biar Yel
South Sudan,Minister of Wildlife Conservation and Tourism,Rizik Zackaria Hassan,Q7339103,2020-02-22,male,1997-02-12,,,Rezik Zechariah Hassan
South Sudan,Minister of Youth and Sports,Albino Bol,Q112686131,2020-03-12,male,,,,
South Sudan,Deputy Minister of Agriculture,Lily Albino Akol Akol,Q50379451,2020-02-22,female,,,"H.E. Ms. Lily AKOL, ITU Official Visits (cropped).jpg",Lily Albino Akol Akol
South Sudan,Deputy Minister of Cabinet Affairs,Deng Deng Akon,Q112707229,2020-02-22,,,,,
South Sudan,Deputy Minister of Defence,Malek Reuben Riak,Q112707242,2020-02-22,,,,,
South Sudan,Deputy Minister of Education,Martin Tako,Q112701007,2020-02-22,,,,,
South Sudan,Deputy Minister of Finance,Agok Makur Kur,Q112707225,2020-02-22,,,,,
South Sudan,Deputy Minister of Foreign Affairs,Deng Dau Deng,Q112525608,2020-02-22,,,,,
South Sudan,Deputy Minister of Information and Broadcasting,Baba Medan Konyi,Q112707228,2020-02-22,,,,,
South Sudan,Deputy Minister of Internal Affairs,Mabior Garang de Mabior,Q112703819,2020-02-22,,,,,
South Sudan,Deputy Minister of Justice,Joseph Malek Arop,Q112707233,2020-02-22,,,,,
South Sudan,Deputy Minister of Public Service,Khalid Butrous,Q112707236,2020-02-22,,,,,
South Sudan,Speaker of the National Legislature,Jemma Nunu Kumba,Q6177210,2021-08-02,female,1966,,,Jemma Nunu Kumba
