catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
South Korea,President,Yoon Suk-yeol,Q16090635,2022-05-10,male,1960-12-18,,South Korea President Yoon Suk Yeol portrait.jpg,Yoon Suk-yeol
South Korea,Prime Minister,Han Duck-soo,Q356666,2022-05-21,male,1949-06-18,,Han Duck-soo.jpg,Han Duck-soo
South Korea,Deputy Prime Minister,Choo Kyung-ho,Q12619978,2022-05-10,male,1960-07-29,,추경호 부총리 예방 받아 001 (cropped).jpg,Choo Kyung-ho
South Korea,"Minister of Agriculture, Food and Rural Affairs",Jung Hwang-keun,Q31180631,2022-05-09,male,1960,,,Chung Hwang-keun
South Korea,"Minister of Culture, Sports and Tourism",Park Bo-gyun,Q111602136,2022-05-10,male,1954,,Park Bo Gyoon - 2022 (cropped).jpg,Park Bo-gyoon
South Korea,Minister of Defence,Lee Jong-sup,Q42521104,2022-05-10,male,1960,,Army (ROKA) Lieutenant General Lee Jong-sup 육군중장 이종섭 (UNC-CFC-USFK photo IMG 7352).jpg,Lee Jong-sup
South Korea,Minister of Employment and Labour,Lee Jeong-Sik,Q112023777,2022-05-09,,,,,
South Korea,Minister of the Environment,Han Hwa-jin,Q111621057,2022-05-10,female,1959,,,
South Korea,Minister of Finance,Choo Kyung-ho,Q12619978,2022-05-10,male,1960-07-29,,추경호 부총리 예방 받아 001 (cropped).jpg,Choo Kyung-ho
South Korea,Minister of Food and Drink Safety,Yu-Kyoung Oh,Q89902367,2022-05-27,female,,,,
South Korea,Minister of Foreign Affairs,Park Jin,Q16090188,2022-05-12,male,1956-09-16,,Park Jin 20220509.jpg,Park Jin
South Korea,Minister of Gender Equality and Family,Kim Hyun-sook,Q16080684,2022-05-17,female,1966-05-10,,,
South Korea,Minister for Government Legislation,Lee Wan-kyu,Q113424323,2022-05-13,,,,,
South Korea,Minister for Government Policy Coordination,방문규,Q18328721,2022-06-07,male,1962-02-26,,,
South Korea,Minister of Health and Welfare,Cho Kyoo-hong,Q112023744,2022-10-04,male,,,,
South Korea,Minister of the Interior and Safety,Lee Sang-min,Q112023750,2022-05-12,male,1965-11,,,Lee Sang-min (lawyer)
South Korea,Minister of Justice,Dong-hoon Han,Q97199071,2022-05-09,male,1973-04-09,,Han Dong-hoon 2022.jpg,Han Dong-hoon
South Korea,"Minister of Land, Infrastructure and Transport",Won Hee-ryong,Q8031676,2022-05-13,male,1964-02-14,,Won Heeryong - 2 in 2016 (cropped).jpg,Won Hee-ryong
South Korea,Minister of Oceans and Fisheries,Cho Seung-hwan,Q111729274,2022-05-09,,,,,
South Korea,Minister of Patriots and Veterans Affairs,Park Min-shik,Q12596650,2022-05-13,male,1965-11-20,,,Park Min-shik
South Korea,Minister of Reunification,Kwon Young-se,Q16080113,2022-05-09,male,1959-02-24,,,Kwon Young-se
South Korea,Minister of Science and ICT,Jong Ho Lee,Q29341335,2022-05-10,male,,,,Lee Jong-ho (engineer)
South Korea,Minister of SMEs and Startups,Lee Young,Q93756428,2022-05-12,female,1969-06-06,,,
South Korea,"Minister of Trade, Industry and Energy",Lee Chang-yang,Q112023462,2022-05-12,male,1962,,,Lee Chang-yang
South Korea,Speaker of the National Assembly,Kim Jin-pyo,Q10855898,2022-07-04,male,1947-05-04,,Kim Jin-pyo 2022-07.jpg,Kim Jin-pyo (politician)
South Korea,Governor of the Bank of Korea,Rhee Chang-yong,Q12612865,2022-04-21,male,1960-05-16,,,Rhee Chang-yong
South Korea,Chairman of the Financial Services Commission,Kim Joo-hyun,Q12588743,2022-07-11,male,1958-08-10,,,
South Korea,Chairman of the Joint Chiefs of Staff,Kim Seung-kyum,Q112913388,2022-07-04,male,,,Army (ROKA) General Kim Seung-kyum 육군대장 김승겸 (USFK photo 200923-O-D0486-1001).jpg,
South Korea,Prosecutor General,Kim Oh-soo,Q60467132,2021-06-01,male,1963,,,Kim Oh-soo
South Korea,Chief of Staff to the President,Kim Dae-gi,Q12587129,2022-05-10,male,1956-11-16,,,
South Korea,Chief Presidential Secretary for Policy,Lee Ho-seung,Q60467999,2021-03-29,male,1965,,,
South Korea,Director of the National Security Office,김성한,Q16080281,2022-05-10,male,1960-11-25,,,
South Korea,Director of the National Intelligence Service,Park Jie-won,Q624217,2020-07-29,male,1942-06-05,,Park Ji-won in 2017.png,Park Jie-won
South Korea,Chair of the Fair Trade Commission,Han Ki-jeong,Q114245575,2022-09-16,male,1964,,,
South Korea,Mayor of Seoul,Oh Se-hoon,Q494239,2021-04-08,male,1961-01-04,,Oh Se-Hoon.jpg,Oh Se-hoon
