catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Moldova,President,Maia Sandu,Q15071069,2020-12-24,female,1972-05-24,,Maia Sandu in October 2021.jpg,Maia Sandu
Moldova,Prime Minister,Dorin Recean,Q13407948,2023-02-16,male,1974-03-17,,Dorin Recean - février 2023.jpeg,Dorin Recean
Moldova,Deputy Prime Minister,Nicu Popescu,Q65640221,2021-08-06,male,1981-04-25,,Rick Perry and Nicu Popescu in September 2019 (cropped).jpg,Nicu Popescu
Moldova,Deputy Prime Minister,Dumitru Alaiba,Q107486274,2023-02-16,male,1982-04-14,,26.02.2020 Conferința de presă a deputatului Blocului ACUM Dumitru Alaiba (49587031256).jpg,Dumitru Alaiba
Moldova,Deputy Prime Minister,Vladimir Bolea,Q106140699,2023-02-16,male,1971-09-23,,Vladimir Bolea 2020.jpg,Vladimir Bolea
Moldova,Deputy Prime Minister for Reintegration,Oleg Serebrian,Q955070,2023-01-19,male,1969-07-13,,Oleg Serebrian 2023.jpg,Oleg Serebrian
Moldova,Minister of Agriculture and Food Industry,Vladimir Bolea,Q106140699,2022-07-08,male,1971-09-23,,Vladimir Bolea 2020.jpg,Vladimir Bolea
Moldova,Minister of Culture,Sergiu Prodan,Q108215636,2021-08-05,male,1963-12-09,,S. Prodan 2023.jpg,Sergiu Prodan
Moldova,Minister of Defence,Anatolie Nosatîi,Q108213037,2021-08-01,male,1972-09-12,,Anatolie Nosatîi 2021.jpg,Anatolie Nosatîi
Moldova,Minister of the Economy,Dumitru Alaiba,Q107486274,2023-02-16,male,1982-04-14,,26.02.2020 Conferința de presă a deputatului Blocului ACUM Dumitru Alaiba (49587031256).jpg,Dumitru Alaiba
Moldova,Minister of Education and Research,Anatolie Topală,Q108084522,2023-02-16,male,1970-10-27,,Anatolie Topală 2021.jpg,Anatolie Topală
Moldova,Minister of Energy,Victor Parlicov,Q116790185,2023-02-16,male,,,,Victor Parlicov
Moldova,Minister of the Environment,Rodica Iordanov,Q115240427,2022-11-16,female,1976-11-03,,Rodica Iordanov.jpg,Rodica Iordanov
Moldova,Minister of Finance,Veronica Sirețeanu,Q116786038,2023-02-16,female,1985,,,Veronica Sirețeanu
Moldova,Minister of Foreign Affairs,Nicu Popescu,Q65640221,2021-08-06,male,1981-04-25,,Rick Perry and Nicu Popescu in September 2019 (cropped).jpg,Nicu Popescu
Moldova,Minister of Health,Ala Nemerenco,Q12720160,2021-08-06,female,1959-08-21,,Ala Nemerenco 2021.jpg,Ala Nemerenco
Moldova,Minister of Infrastructure and Regional Development,Lilia Dabija,Q116786037,2023-02-16,female,1982,,,Lilia Dabija
Moldova,Minister of Internal Affairs,Ana Revenco,Q108009132,2021-08-06,female,1977-05-21,,Ana Revenco (March 2022).jpg,Ana Revenco
Moldova,Minister of Justice,Veronica Mihailov-Moraru,Q116786041,2023-02-16,female,,,,Veronica Mihailov-Moraru
Moldova,Minister of Labour and Social Protection,Alexei Buzu,Q116240761,2023-01-09,male,1983-12-19,,Alexei Buzu 2023.jpg,Alexei Buzu
Moldova,President of the Moldovan Parliament,Igor Grosu,Q104374081,2021-07-29,male,1972-11-30,,Igor Grosu 2020.jpg,Igor Grosu
Moldova,Governor of the Central Bank,Octavian Armașu,Q29933420,2018-11-30,male,1969-07-29,,,Octavian Armașu
Moldova,Head of the Information and Security Service,Alexandr Esaulenco,Q109567746,2019-06-25,male,,,,
Moldova,Chief of the General Staff,Igor Gorgan,Q90752213,2019-07-01,male,1969,,,Igor Gorgan
Moldova,Governor of Gagauzia,Irina Vlah,Q12731069,2015-04-15,female,1974-02-26,,Ирина Влах 03 (29-07-2021).jpg,Irina Vlah
Moldova,Mayor of Chișinău,Ion Ceban,Q17336477,2019-11-11,male,1980-06-30,,Ion Ceban in Sep 2019.JPG,Ion Ceban
Moldova,Mayor of Orhei,Pavel Verejanu,Q108995456,2019-10-20,male,1973-07-20,,,
Moldova,Mayor of Bălți,Nikolay Grigorishin,Q51668723,2021-12-24,male,1971-09-05,,,
