catalog,id,name,relationship,relative,relativename
Greenland,Q107716061,Kirsten L. Fencker,spouse,Q112665333,Nino Fencker
Greenland,Q2196317,Asii Chemnitz Narup,father,Q62841539,Kaj Narup
Greenland,Q381139,Jonathan Motzfeldt,spouse,Q55087277,Margit Motzfeldt
Greenland,Q41804539,Suka K. Frederiksen,child,Q2684857,Katti Frederiksen
Greenland,Q4559599,Josef Motzfeldt,child,Q3321312,Nukâka Coster-Waldau
Greenland,Q45759985,Ole Lynge,father,Q51835359,Hans Lynge
Greenland,Q45759985,Ole Lynge,sibling,Q4570569,Aqqaluk Lynge
Greenland,Q468034,Lars-Emil Johansen,mother,Q11242423,Elisabeth Johansen
Greenland,Q80448483,Anna Wangenheim,relative,Q15944263,Vittus Qujaukitsoq
Greenland,Q80448483,Anna Wangenheim,relative,Q80558560,Benedikte Thorsteinsson
