catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Portugal,President,Marcelo Rebelo de Sousa,Q6756617,2016-03-09,male,1948-12-12,,Marcelo Rebelo de Sousa em fevereiro de 2018.jpg,Marcelo Rebelo de Sousa
Portugal,Prime Minister,António Costa,Q610788,2015-11-26,male,1961-07-17,,António Costa img 6536.jpg,António Costa
Portugal,Minister of Agriculture,Maria do Céu Albuquerque,Q72410716,2019-10-26,female,1970-07-10,,,Maria do Céu Antunes
Portugal,Minister of Culture,Pedro Adão e Silva,Q111435569,2022-03-30,male,1974-05,,Pedro Adão e Silva (Somos Bibliotecas).png,Pedro Adão e Silva
Portugal,Minister of Education,João Costa,Q108120815,2022-03-30,male,1972-11-04,,,João Marques da Costa
Portugal,Minister for the Environment and Climate Action,Duarte Cordeiro,Q111349255,2022-03-30,male,1979-02-23,,,Duarte Cordeiro
Portugal,Minister for Finance,Fernando Medina,Q20017756,2022-03-30,male,1973-03-10,,Fernando Medina.png,Fernando Medina
Portugal,Minister of Foreign Affairs,João Gomes Cravinho,Q57343622,2022-03-30,male,1964-06-16,,05 04 2018 - João Gomes Cravinho.jpg,João Gomes Cravinho
Portugal,Minister of Health,Marta Temido,Q57339530,2018-10-15,female,1974-03-02,,2021 - HealthConf DG4 4259 (51652310341) (cropped).jpg,Marta Temido
Portugal,Minister for Infrastructure and Housing,Pedro Nuno Santos,Q10347660,2019-10-26,male,1977-04-13,,"Pedro Nuno Santos, 2020-01-15 (cropped).png",Pedro Nuno Santos
Portugal,Minister of Internal Administration,José Luís Carneiro,Q74256324,2022-03-30,male,1971-10-04,,José Luís Carneiro.png,José Luís Carneiro
Portugal,Minister of Justice,Catarina Sarmento e Castro,Q25336913,2022-03-30,female,1970-05-16,,,Catarina Sarmento e Castro
Portugal,"Minister of Labour, Solidarity and Social Security",Ana Mendes Godinho,Q52112309,2019-10-26,female,1972-06-29,,Sustainable Growth tourism that benefits everyone (39757095370) (cropped).jpg,Ana Mendes Godinho
Portugal,Minister of Maritime Affairs,António Costa Silva,Q97170467,2022-03-30,male,1952-11-23,,,António Costa Silva
Portugal,Minister of National Defence,Helena Carreiras,Q111346739,2022-03-30,female,1965-09-26,,,Helena Carreiras
Portugal,Minister for Planning,Nelson de Souza,Q85875924,2019-10-26,male,1954-12-11,,,
Portugal,"Minister for Science, Technology and Higher Education",Elvira Fortunato,Q10272093,2022-03-30,female,1964-07-22,,"Elvira Fortunato (27 femmes racontées par Emilie Broussouloux - Présidence Française du Conseil de l'Union Européenne), cropped.png",Elvira Fortunato
Portugal,Minister for Territorial Cohesion,Ana Abrunhosa,Q72426658,2019-10-26,female,1970-07-04,,"Ana Abrunhosa (Sessão Solene do Feriado Municipal de Óbidos, 2020-01-11), cropped.png",Ana Abrunhosa
Portugal,Deputy Minister for Cultural Heritage,Ângela Ferreira,Q108114536,2019-10-26,female,1975-06-12,,,
Portugal,Minister of State for the Presidency,Mariana Vieira da Silva,Q28973799,2019-10-26,female,1978-05-08,,"Mariana Vieira da Silva (Assim é Portugal), cropped.png",Mariana Vieira da Silva
Portugal,Minister of State for the Economy and the Digital Transition,António Costa Silva,Q97170467,2022-03-30,male,1952-11-23,,,António Costa Silva
Portugal,President of the Assembly of the Republic,Augusto Santos Silva,Q769747,2022-03-29,male,1956-08-20,,2019 05 31 Augusto Santos Silva.jpg,Augusto Santos Silva
Portugal,Governor of the Bank of Portugal,Mário Centeno,Q21568721,2020-07-20,male,1966-12-09,,"Informal meeting of economic and financial affairs ministers (ECOFIN). Handshake, Eurogroup Toomas Tõniste and Mário Centeno (37238535645) (cropped).jpg",Mário Centeno
Portugal,Chief of the General Staff of the Armed Forces,António Manuel Fernandes da Silva Ribeiro,Q106542530,2018-03-01,male,1957-10-14,,"Rear Adm. Antonio Silva Ribeiro, Deputy Vice Chief of the Portuguese Naval Staff, Portuguese Navy (5222172280) (cropped).jpg",António da Silva Ribeiro
