catalog,id,name,relationship,relative,relativename
Portugal,Q10321318,Luís Braga da Cruz,sibling,Q10324025,Manuel Braga da Cruz
Portugal,Q10346718,Paulo Mota Pinto,father,Q388965,Carlos Mota Pinto
Portugal,Q104771012,Fátima Ramos,sibling,Q48856511,Jaime Ramos
Portugal,Q105810842,Vítor Cabrita Neto,sibling,Q10307287,Joaquim Manuel Cabrita Neto
Portugal,Q106990158,Cristóvão Norte,father,Q66689711,Cristóvão Guerreiro Norte
Portugal,Q107019540,Filipa Roseta,father,Q10347591,Pedro Manuel da Cruz Roseta
Portugal,Q107019540,Filipa Roseta,mother,Q10294464,Helena Roseta
Portugal,Q107122950,Maria Antónia de Almeida Santos,father,Q611579,António de Almeida Santos
Portugal,Q111435569,Pedro Adão e Silva,relative,Q21290097,Armando Adão e Silva
Portugal,Q1340708,João Soares,father,Q156781,Mário Soares
Portugal,Q1340708,João Soares,mother,Q75062,Maria Barroso
Portugal,Q156780,Jorge Sampaio,spouse,Q82322,Maria José Ritta
Portugal,Q1709692,José Vieira da Silva,child,Q28973799,Mariana Vieira da Silva
Portugal,Q17124888,Natália Carrascalão Antunes,father,Q26791923,Manuel Viegas Carrascalão
Portugal,Q17496474,Mariana Mortágua,father,Q97303328,Camilo Mortágua
Portugal,Q19409554,Isabel Moreira,father,Q4685594,Adriano Moreira
Portugal,Q22252746,Maria Manuel Leitão Marques,spouse,Q446042,Vital Moreira
Portugal,Q23905015,Joana Mortágua,father,Q97303328,Camilo Mortágua
Portugal,Q25336913,Catarina Sarmento e Castro,father,Q24286982,Osvaldo de Castro
Portugal,Q2571494,Carlos César,child,Q85872071,Francisco Vale César
Portugal,Q260092,Inês de Medeiros,father,Q611486,António Victorino de Almeida
Portugal,Q260092,Inês de Medeiros,sibling,Q235115,Maria de Medeiros
Portugal,Q260092,Inês de Medeiros,sibling,Q9616397,Anne Victorino de Almeida
Portugal,Q28973799,Mariana Vieira da Silva,father,Q1709692,José Vieira da Silva
Portugal,Q30934986,Clara Marques Mendes,father,Q4777584,António Marques Mendes
Portugal,Q30934986,Clara Marques Mendes,sibling,Q550243,Luís Marques Mendes
Portugal,Q311440,António Guterres,father,Q27134799,Virgílio Dias Guterres
Portugal,Q311440,António Guterres,mother,Q27134820,Ilda Cândida de Oliveira
Portugal,Q311440,António Guterres,spouse,Q27134642,Luísa Amélia Guimarães e Melo
Portugal,Q311440,António Guterres,spouse,Q27134712,Catarina Marques de Almeida Vaz Pinto
Portugal,Q3286873,Manuel Lobo Antunes,father,Q10311027,João Alfredo Lobo Antunes
Portugal,Q3286873,Manuel Lobo Antunes,sibling,Q10338210,Nuno Lobo Antunes
Portugal,Q3286873,Manuel Lobo Antunes,sibling,Q333849,António Lobo Antunes
Portugal,Q3286873,Manuel Lobo Antunes,sibling,Q6298213,João Lobo Antunes
Portugal,Q3321239,Jamila Madeira,father,Q10321441,Luís Filipe Nascimento Madeira
Portugal,Q550243,Luís Marques Mendes,father,Q4777584,António Marques Mendes
Portugal,Q550243,Luís Marques Mendes,sibling,Q30934986,Clara Marques Mendes
Portugal,Q57343622,João Gomes Cravinho,father,Q64685,João Cravinho
Portugal,Q57398,Aníbal Cavaco Silva,spouse,Q74501,Maria Cavaco Silva
Portugal,Q610788,António Costa,father,Q7103216,Orlando da Costa
Portugal,Q610788,António Costa,mother,Q60181119,Maria Antónia Palla
Portugal,Q610788,António Costa,sibling,Q7322603,Ricardo Costa
Portugal,Q611579,António de Almeida Santos,child,Q107122950,Maria Antónia de Almeida Santos
Portugal,Q6205661,Joana Amaral Dias,father,Q9696852,Carlos Amaral Dias
Portugal,Q6756617,Marcelo Rebelo de Sousa,father,Q4852623,Baltasar Rebelo de Sousa
Portugal,Q6756617,Marcelo Rebelo de Sousa,mother,Q83277701,Maria das Neves Rebelo de Sousa
Portugal,Q85872071,Francisco Vale César,father,Q2571494,Carlos César
Portugal,Q925136,Eduardo Ferro Rodrigues,child,Q10363031,Rita Ferro Rodrigues
Portugal,Q925136,Eduardo Ferro Rodrigues,spouse,Q111448806,Maria Filomena Lopes Peixoto de Aguilar
