catalog,id,name,relationship,relative,relativename
Iran,Q16052285,Mohammad Mirmohammadi,father,Q17994214,Seyed Abolfazl Mirmohammadi
Iran,Q16053240,Abdul-Nasser Hemmati,spouse,Q107230125,Sepideh Shabestari
Iran,Q180795,Mohammad Khatami,child,Q102253847,Leila Khatami
Iran,Q180795,Mohammad Khatami,child,Q81315396,Emad Khatami
Iran,Q180795,Mohammad Khatami,father,Q7378679,Ruhollah Khatami
Iran,Q180795,Mohammad Khatami,sibling,Q1942631,Mohammad-Reza Khatami
Iran,Q180795,Mohammad Khatami,spouse,Q16048429,Zohreh Sadeghi
Iran,Q18511806,Mohammad Bagheri,sibling,Q5963901,Hasan Bagheri
Iran,Q186111,Akbar Hashemi Rafsanjani,child,Q19595488,Mehdi Hashemi Rafsanjani
Iran,Q186111,Akbar Hashemi Rafsanjani,child,Q29653433,Fatemeh Hashemi Rafsanjani
Iran,Q186111,Akbar Hashemi Rafsanjani,child,Q433500,Faezeh Hashemi Rafsanjani
Iran,Q186111,Akbar Hashemi Rafsanjani,child,Q5943665,Mohsen Hashemi
Iran,Q186111,Akbar Hashemi Rafsanjani,child,Q6809317,Mehdi Hashemi Rafsanjani
Iran,Q186111,Akbar Hashemi Rafsanjani,child,Q8049890,Yasser Hashemi Rafsanjani
Iran,Q186111,Akbar Hashemi Rafsanjani,sibling,Q6892004,Mohammad Hashemi Rafsanjani
Iran,Q186111,Akbar Hashemi Rafsanjani,spouse,Q5953339,Effat Marashi
Iran,Q1942631,Mohammad-Reza Khatami,sibling,Q180795,Mohammad Khatami
Iran,Q1942631,Mohammad-Reza Khatami,spouse,Q144181,Zahra Eshraghi
Iran,Q24682,Sadeq Larijani,father,Q5678915,Hashem Amoli
Iran,Q24682,Sadeq Larijani,sibling,Q336363,Ali Larijani
Iran,Q24682,Sadeq Larijani,sibling,Q4841852,Bagher Larijani
Iran,Q24682,Sadeq Larijani,sibling,Q48763,Mohammad-Javad Larijani
Iran,Q24682,Sadeq Larijani,stepparent,Q2344792,Hossein Vahid Khorasani
Iran,Q2655534,Mohammad-Reza Aref,child,Q101209833,Hamid Reza Aref
Iran,Q283201,Ali Akbar Salehi,relative,Q110834149,Abd al-Hussein al-Salihi
Iran,Q315011,Mehdi Karroubi,spouse,Q542378,Fatemeh Karroubi
Iran,Q336363,Ali Larijani,father,Q5678915,Hashem Amoli
Iran,Q336363,Ali Larijani,sibling,Q24682,Sadeq Larijani
Iran,Q336363,Ali Larijani,sibling,Q48763,Mohammad-Javad Larijani
Iran,Q34448,Mahmoud Ahmadinejad,spouse,Q2915351,Azam Farahi
Iran,Q348144,Hassan Rouhani,child,Q106240936,Mohammad Rouhani
Iran,Q348144,Hassan Rouhani,child,Q106240939,Majid Rouhani
Iran,Q348144,Hassan Rouhani,father,Q106240895,Haj Asdollah Fereydoon Rohani
Iran,Q348144,Hassan Rouhani,sibling,Q16051127,Hossein Fereydoun
Iran,Q348144,Hassan Rouhani,spouse,Q23498187,Sahebeh Rouhani
Iran,Q433500,Faezeh Hashemi Rafsanjani,father,Q186111,Akbar Hashemi Rafsanjani
Iran,Q433500,Faezeh Hashemi Rafsanjani,mother,Q5953339,Effat Marashi
Iran,Q433500,Faezeh Hashemi Rafsanjani,sibling,Q5943665,Mohsen Hashemi
Iran,Q433500,Faezeh Hashemi Rafsanjani,sibling,Q6809317,Mehdi Hashemi Rafsanjani
Iran,Q433500,Faezeh Hashemi Rafsanjani,sibling,Q8049890,Yasser Hashemi Rafsanjani
Iran,Q57336,Ali Khamenei,child,Q2919350,Mojtaba Khamenei
Iran,Q57336,Ali Khamenei,child,Q56364142,Seyyed Mostafa Khamenei
Iran,Q57336,Ali Khamenei,child,Q80121951,Seyyed Masoud Khamenei
Iran,Q57336,Ali Khamenei,father,Q16053506,Seyed Javad Khamenei
Iran,Q57336,Ali Khamenei,mother,Q26741866,Khadija Mirdamadi
Iran,Q57336,Ali Khamenei,relative,Q115478379,Farideh Moradkhani
Iran,Q57336,Ali Khamenei,relative,Q15782419,Ali Tehrani
Iran,Q57336,Ali Khamenei,sibling,Q115628091,Badri Khamenei
Iran,Q57336,Ali Khamenei,sibling,Q3893843,Hadi Khamenei
Iran,Q57336,Ali Khamenei,sibling,Q5952192,Mohammad Khamenei
Iran,Q57336,Ali Khamenei,spouse,Q16074458,Khojaste Bagherzadeh
Iran,Q5940798,Mohammad Mehdi Mofatteh,father,Q6892196,Mohammad Mofatteh
Iran,Q5947347,Ebrahim Raisi,spouse,Q107312007,Jamileh Alamolhoda
Iran,Q5953942,Mohsen Mojtahed Shabestari,sibling,Q562242,Mohammad Mojtahed Shabestari
Iran,Q6892004,Mohammad Hashemi Rafsanjani,sibling,Q186111,Akbar Hashemi Rafsanjani
Iran,Q6892004,Mohammad Hashemi Rafsanjani,sibling,Q5953339,Effat Marashi
Iran,Q86451635,jalal rashid kochi,father,Q98114481,جلیل رشیدی کوچی
Iran,Q97204849,Gholamreza Marhaba,relative,Q5739464,Shapour Marhaba
