catalog,id,name,relationship,relative,relativename
Chile,Q106429420,Cristián Labbé Martínez,father,Q5791602,Cristián Labbé
Chile,Q106943837,Bárbara Sepúlveda Hales,relative,Q961600,Alejandro Hales
Chile,Q106945702,Lidia González,mother,Q2658232,Cristina Calderón
Chile,Q106945702,Lidia González,relative,Q91150798,Úrsula Calderón
Chile,Q109667678,Johannes Kaiser,sibling,Q27765731,Axel Kaiser
Chile,Q10976963,Ignacio Achurra,father,Q5548401,Patricio Achurra
Chile,Q110636257,Nicolás Grau,mother,Q931701,Paulina Veloso
Chile,Q111225933,Lorena Pizarro,mother,Q6131363,Sola Sierra
Chile,Q111289092,Paula Labra,sibling,Q108714725,Patricia Labra
Chile,Q111303561,María Candelaria Acevedo,father,Q6122810,Sebastián Acevedo
Chile,Q111304539,Jaime Araya Guerrero,father,Q6068192,Pedro Araya Ortiz
Chile,Q111304539,Jaime Araya Guerrero,sibling,Q6068190,Pedro Araya Guerrero
Chile,Q111304710,Daniel Manouchehri,sibling,Q4738861,Alí Funaki Manouchehri
Chile,Q111337455,Danisa Astudillo,sibling,Q108175081,Luis Astudillo Peiretti
Chile,Q111366939,Marco Sulantay,father,Q636781,José Sulantay
Chile,Q111367394,Jorge Saffirio,sibling,Q6105765,René Saffirio
Chile,Q111457425,Cristóbal Martínez,father,Q16301408,Rosauro Martínez
Chile,Q111508436,Marcia Raphael,spouse,Q6056002,Pablo Galilea
Chile,Q12155806,Andrés Celis Montt,sibling,Q6101109,Raúl Celis
Chile,Q1274258,Joaquín Lavín,child,Q16301053,Joaquín Lavín León
Chile,Q1403199,Felipe Kast,father,Q3890688,Miguel Kast
Chile,Q1403199,Felipe Kast,sibling,Q55410387,Pablo Kast
Chile,Q16297362,Pedro Álvarez-Salamanca Ramírez,father,Q6070697,Pedro Álvarez-Salamanca Büchi
Chile,Q16297876,Gabriel Boric,father,Q110417555,Luis Javier Boric Scarpa
Chile,Q16297876,Gabriel Boric,mother,Q110417590,María Soledad Font Aguilera
Chile,Q16297876,Gabriel Boric,partner,Q110221567,Irina Karamanos
Chile,Q16298404,Daniella Cicardini,partner,Q37495544,Soltero
Chile,Q16298964,Álvaro Elizalde,father,Q111270254,Antonio Elizalde Hevia
Chile,Q16298964,Álvaro Elizalde,mother,Q111270257,María Eugenia Soto Albornoz
Chile,Q16298964,Álvaro Elizalde,spouse,Q111270244,Patricia Roa Ramírez
Chile,Q16300930,Fidel Espinoza,father,Q61822240,Luis Espinoza Villalobos
Chile,Q16301053,Joaquín Lavín León,father,Q1274258,Joaquín Lavín
Chile,Q16301053,Joaquín Lavín León,spouse,Q27525281,Cathy Barriga
Chile,Q16301478,Clemira Pacheco Rivas,spouse,Q61959224,René Osvaldo Carvajal Zúñiga
Chile,Q16301870,Paulina Núñez Urrutia,spouse,Q5791610,Cristián Monckeberg
Chile,Q16302186,Joaquín Palma,father,Q6292514,José Ignacio Palma
Chile,Q16302186,Joaquín Palma,sibling,Q5673941,Ana María Palma
Chile,Q16302186,Joaquín Palma,sibling,Q5676013,Andrés Palma
Chile,Q16302468,Mónica Zalaquett,sibling,Q7121787,Pablo Zalaquett
Chile,Q16543081,Carlos Abel Jarpa,father,Q48261506,Abel Jarpa Vallejos
Chile,Q16543585,Carmen Hertz,child,Q95268890,Germán Berger-Hertz
Chile,Q1657292,Ignacio Walker,child,Q61913562,Benjamín Walker
Chile,Q1657292,Ignacio Walker,spouse,Q5056423,Cecilia Echenique
Chile,Q16938235,Felipe Alessandri Vergara,father,Q5889453,Gustavo Alessandri Valdés
Chile,Q16938235,Felipe Alessandri Vergara,sibling,Q16482703,Gustavo Alessandri Balmaceda
Chile,Q16938235,Felipe Alessandri Vergara,sibling,Q47494552,Jorge Alessandri Vergara
Chile,Q18242,María Ignacia Benítez,sibling,Q42424938,Andrés Benítez
Chile,Q19897688,Ernesto Ottone,father,Q47523980,Ernesto Ottone Fernández
Chile,Q21503376,Carolina Marzán,spouse,Q5771863,Claudio Arredondo
Chile,Q2336523,Claudio Huepe,child,Q111217966,Claudio Huepe
Chile,Q242230,Camila Vallejo,relative,Q60831760,Jorge Dowling Desmadryl
Chile,Q2600525,Andrés Zaldívar,sibling,Q5663680,Alberto Zaldívar
Chile,Q2600525,Andrés Zaldívar,sibling,Q930844,Adolfo Zaldívar
Chile,Q26764059,Loreto Carvajal,partner,Q5873569,Gabriel Silber
Chile,Q27975168,Fernando Atria,spouse,Q110726712,Ximena Fuentes
Chile,Q2849041,Andrés Velasco,father,Q5850607,Eugenio Velasco Letelier
Chile,Q2849041,Andrés Velasco,spouse,Q5784855,Consuelo Saavedra
Chile,Q306,Sebastián Piñera,father,Q4121315,José Piñera Carvallo
Chile,Q306,Sebastián Piñera,mother,Q47494696,Magdalena Echenique
Chile,Q306,Sebastián Piñera,sibling,Q5959016,Miguel Piñera Echenique
Chile,Q306,Sebastián Piñera,sibling,Q6056331,Pablo Piñera Echenique
Chile,Q306,Sebastián Piñera,sibling,Q664693,José Piñera Echenique
Chile,Q306,Sebastián Piñera,spouse,Q4164742,Cecilia Morel
Chile,Q3186176,José Antonio Viera-Gallo,spouse,Q108791496,María Teresa Chadwick Piñera
Chile,Q320,Michelle Bachelet,child,Q16298907,Sebastián Dávalos
Chile,Q320,Michelle Bachelet,father,Q1649494,Alberto Bachelet
Chile,Q320,Michelle Bachelet,mother,Q6173642,Ángela Jeria
Chile,Q320,Michelle Bachelet,relative,Q6035647,Máximo Jeria
Chile,Q320,Michelle Bachelet,spouse,Q16298669,Jorge Dávalos
Chile,Q326,Eduardo Frei Ruiz-Tagle,father,Q475,Eduardo Frei Montalva
Chile,Q326,Eduardo Frei Ruiz-Tagle,mother,Q5695438,María Ruiz-Tagle
Chile,Q326,Eduardo Frei Ruiz-Tagle,sibling,Q5043474,Carmen Frei
Chile,Q326,Eduardo Frei Ruiz-Tagle,spouse,Q6774139,Marta Larraechea
Chile,Q331,Ricardo Lagos,child,Q3430265,Ricardo Lagos Weber
Chile,Q331,Ricardo Lagos,mother,Q5830275,Ema Escobar
Chile,Q331,Ricardo Lagos,spouse,Q3266913,Luisa Durán
Chile,Q331,Ricardo Lagos,spouse,Q5043618,Carmen Weber
Chile,Q3333957,Mónica Jiménez,father,Q6174839,Óscar Jiménez Pinochet
Chile,Q3341179,Nicolás Eyzaguirre,father,Q37773236,Joaquín Eyzaguirre Edwards
Chile,Q3341179,Nicolás Eyzaguirre,mother,Q5253680,Delfina Guzmán
Chile,Q3430265,Ricardo Lagos Weber,father,Q331,Ricardo Lagos
Chile,Q3430265,Ricardo Lagos Weber,mother,Q5043618,Carmen Weber
Chile,Q3460282,Guido Girardi,father,Q97107506,Guido Girardi Brière
Chile,Q3660574,Carolina Tohá,father,Q2744873,José Tohá
Chile,Q3660574,Carolina Tohá,mother,Q20994940,Victoria Morales Etchevers
Chile,Q3660574,Carolina Tohá,spouse,Q5870897,Fulvio Rossi
Chile,Q3810840,Juan Gabriel Valdés,father,Q2356230,Gabriel Valdés Subercaseaux
Chile,Q3810840,Juan Gabriel Valdés,mother,Q6136764,Sylvia Soublette
Chile,Q434756,Soledad Alvear,spouse,Q5889966,Gutenberg Martínez
Chile,Q451359,María Isabel Allende,child,Q47461432,Marcia Tambutti Allende
Chile,Q451359,María Isabel Allende,father,Q440,Salvador Allende
Chile,Q451359,María Isabel Allende,mother,Q2443186,Hortensia Bussi
Chile,Q451359,María Isabel Allende,sibling,Q4877250,Beatriz Allende
Chile,Q47067675,Andrés Longton,father,Q5707321,Arturo Longton
Chile,Q47067675,Andrés Longton,mother,Q5672323,Amelia Herrera
Chile,Q4714452,Alejandra Krauss,father,Q5833474,Enrique Krauss
Chile,Q47494552,Jorge Alessandri Vergara,father,Q5889453,Gustavo Alessandri Valdés
Chile,Q47494552,Jorge Alessandri Vergara,sibling,Q16482703,Gustavo Alessandri Balmaceda
Chile,Q47494552,Jorge Alessandri Vergara,sibling,Q16938235,Felipe Alessandri Vergara
Chile,Q4760139,Andrés Allamand,child,Q5913043,Ignacia Allamand
Chile,Q4760139,Andrés Allamand,father,Q6013849,Miguel Allamand
Chile,Q4760139,Andrés Allamand,spouse,Q5995504,Marcela Cubillos
Chile,Q4760169,Andrés Chadwick,father,Q76823010,Herman Chadwick Valdés
Chile,Q4760169,Andrés Chadwick,sibling,Q108791496,María Teresa Chadwick Piñera
Chile,Q4760169,Andrés Chadwick,sibling,Q5894897,Herman Chadwick
Chile,Q50377219,Miguel Crispi,mother,Q5771798,Claudia Serrano
Chile,Q5044837,Carolina Goic Boroevic,relative,Q960946,Alejandro Goic
Chile,Q51048721,Juan Manuel Masferrer Vidal,father,Q5951382,Juan Masferrer
Chile,Q522073,Ena von Baer,father,Q2879576,Erik von Baer
Chile,Q522073,Ena von Baer,sibling,Q84747995,Karina von Baer
Chile,Q522437,Magdalena Matte,child,Q1985090,Pablo Larraín
Chile,Q522437,Magdalena Matte,child,Q54799925,Hernan Larrain Matte
Chile,Q522437,Magdalena Matte,spouse,Q5742466,Hernán Larraín
Chile,Q53856313,Amaro Labra,child,Q108791474,Cristóbal Labra Bassa
Chile,Q5478697,Carmen Ibáñez Soto,child,Q6004191,María Luisa Godoy Ibañez
Chile,Q5478697,Carmen Ibáñez Soto,spouse,Q5664182,Domingo Godoy Matte
Chile,Q54799925,Hernan Larrain Matte,father,Q5742466,Hernán Larraín
Chile,Q54799925,Hernan Larrain Matte,mother,Q522437,Magdalena Matte
Chile,Q54799925,Hernan Larrain Matte,sibling,Q1985090,Pablo Larraín
Chile,Q54826295,Gonzalo Winter,mother,Q6003671,María Elena Etcheberry
Chile,Q55410387,Pablo Kast,father,Q3890688,Miguel Kast
Chile,Q55410387,Pablo Kast,sibling,Q1403199,Felipe Kast
Chile,Q5578064,Patricio Hales,father,Q961600,Alejandro Hales
Chile,Q55843070,Álvaro Carter,sibling,Q17155059,Rodolfo Carter
Chile,Q55844531,Karim Bianchi Retamales,father,Q5694561,Carlos Bianchi Chelech
Chile,Q56479499,Harry Jürgensen Caesar,child,Q55844562,Harry Jürgensen Rundshagen
Chile,Q5648704,Claudia Nogueira,spouse,Q5882895,Gonzalo Cornejo
Chile,Q5672323,Amelia Herrera,child,Q47067675,Andrés Longton
Chile,Q5672323,Amelia Herrera,spouse,Q5707321,Arturo Longton
Chile,Q5673906,Ana María Gazmuri,spouse,Q57605107,Nicolás Dormal
Chile,Q5676013,Andrés Palma,father,Q6292514,José Ignacio Palma
Chile,Q5676013,Andrés Palma,sibling,Q16302186,Joaquín Palma
Chile,Q5676013,Andrés Palma,sibling,Q5673941,Ana María Palma
Chile,Q5681251,Jacqueline van Rysselberghe,father,Q5834005,Enrique van Rysselberghe Varela
Chile,Q5681251,Jacqueline van Rysselberghe,sibling,Q5834000,Enrique van Rysselberghe Herrera
Chile,Q5742466,Hernán Larraín,child,Q1985090,Pablo Larraín
Chile,Q5742466,Hernán Larraín,child,Q54799925,Hernan Larrain Matte
Chile,Q5742466,Hernán Larraín,spouse,Q522437,Magdalena Matte
Chile,Q57601220,Raúl Soto,spouse,Q111270260,Natalia Bustamante Acevedo
Chile,Q5771213,Clarisa Hardy,father,Q5732205,Boris H. Hardy
Chile,Q5772063,Claudio Orrego,father,Q5772067,Claudio Orrego Vicuña
Chile,Q5791610,Cristián Monckeberg,spouse,Q16301870,Paulina Núñez Urrutia
Chile,Q5818156,Maya Fernández,mother,Q4877250,Beatriz Allende
Chile,Q5834000,Enrique van Rysselberghe Herrera,father,Q5834005,Enrique van Rysselberghe Varela
Chile,Q5834000,Enrique van Rysselberghe Herrera,sibling,Q5681251,Jacqueline van Rysselberghe
Chile,Q5873569,Gabriel Silber,partner,Q26764059,Loreto Carvajal
Chile,Q5925388,Jaime Tohá,sibling,Q2744873,José Tohá
Chile,Q5925388,Jaime Tohá,sibling,Q5921242,Isidoro Tohá
Chile,Q5935318,Jorge Insunza Gregorio de Las Heras,father,Q5935320,Jorge Insunza Becker
Chile,Q5937916,José Antonio Kast,sibling,Q3890688,Miguel Kast
Chile,Q5951802,Juan Pablo Letelier,father,Q443777,Orlando Letelier
Chile,Q5976459,Lily Pérez,spouse,Q6013980,Miguel Bauzá
Chile,Q59797711,Antonio Walker,sibling,Q1657292,Ignacio Walker
Chile,Q59797711,Antonio Walker,sibling,Q6006757,Matías Walker
Chile,Q59797711,Antonio Walker,sibling,Q6066812,Patricio Walker
Chile,Q5990800,Malucha Pinto,father,Q5396796,Aníbal Pinto Santa Cruz
Chile,Q5990800,Malucha Pinto,mother,Q10870923,Malucha Solari
Chile,Q5995504,Marcela Cubillos,father,Q5896107,Hernán Cubillos
Chile,Q5995504,Marcela Cubillos,sibling,Q5858157,Felipe Cubillos
Chile,Q5995504,Marcela Cubillos,spouse,Q4760139,Andrés Allamand
Chile,Q5995537,Marcela Sabat,father,Q6070074,Pedro Sabat
Chile,Q6004610,María Soledad Tohá,father,Q5921242,Isidoro Tohá
Chile,Q6066562,Patricia Poblete,spouse,Q5935701,Jorge Navarrete
Chile,Q6069699,Pedro Pablo Errázuriz,relative,Q512118,Francisco Javier Errázuriz Ossa
Chile,Q6069699,Pedro Pablo Errázuriz,relative,Q5949226,Juan Eduardo Errázuriz
Chile,Q6101012,Raúl Alcaíno,spouse,Q17364389,Carmen Gloria López
Chile,Q6101109,Raúl Celis,sibling,Q12155806,Andrés Celis Montt
Chile,Q6105765,René Saffirio,sibling,Q111367394,Jorge Saffirio
Chile,Q6153670,Tucapel Jiménez Fuentes,father,Q6153668,Tucapel Jiménez
Chile,Q6169262,Ximena Rincón,sibling,Q6036254,Mónica Rincón
Chile,Q6169262,Ximena Rincón,sibling,Q6108443,Ricardo Rincón
Chile,Q6169262,Ximena Rincón,spouse,Q975427,Juan Carlos Latorre
Chile,Q7121787,Pablo Zalaquett,sibling,Q16302468,Mónica Zalaquett
Chile,Q734056,Carolina Schmidt,father,Q5668026,Alfredo Schmidt
Chile,Q8846905,Evelyn Matthei,father,Q5444826,Fernando Matthei
Chile,Q88996421,Juan José Ossa,father,Q5950795,Juan Luis Ossa Bulnes
Chile,Q9015138,Juan Andrés Fontaine Talavera,father,Q5707227,Arturo Fontaine Aldunate
Chile,Q930844,Adolfo Zaldívar,sibling,Q2600525,Andrés Zaldívar
Chile,Q930844,Adolfo Zaldívar,sibling,Q5663680,Alberto Zaldívar
Chile,Q930844,Adolfo Zaldívar,spouse,Q5673941,Ana María Palma
