catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Vietnam,President,Nguyen Xuan Phuc,Q10800073,2021-04-05,male,1954-07-20,,Vietnamese Prime Minister Phuc.jpg,Nguyễn Xuân Phúc
Vietnam,Vice President,Đặng Thị Ngọc Thịnh,Q10841571,2016-04-08,female,1959-12-25,,,Đặng Thị Ngọc Thịnh
Vietnam,Prime Minister,Phạm Minh Chính,Q10806940,2021-04-05,male,1958-12-10,,,Phạm Minh Chính
Vietnam,Deputy Prime Minister,Vũ Đức Đam,Q10833975,2013-11-13,male,1963-02-03,,Mr. Vu Duc Dam.jpg,Vũ Đức Đam
Vietnam,Deputy Prime Minister,Phạm Bình Minh,Q10806892,2021-09-06,male,1959-03-26,,Mr. Pham Binh Minh.jpg,Phạm Bình Minh
Vietnam,Minister of Defence,Phan Văn Giang,Q20026119,2021-04-08,male,1960,,Mr. Phan Van Giang.jpg,Phan Văn Giang
Vietnam,Minister of Health,Nguyễn Thanh Long,Q24957446,2020-11-12,male,1966,,Mr. Nguyen Thanh Long.jpg,Nguyễn Thanh Long
Vietnam,Minister of Public Security,Tô Lâm,Q10831196,2016-04-09,male,1957-07-10,,Mr. To Lam.jpg,Tô Lâm
Vietnam,Chairman of the National Assembly,Vuong Dinh Hue,Q2595973,2021-03-31,male,1958,,Vuong Dinh Hue 20210906.jpg,Vương Đình Huệ
Vietnam,Governor of the State Bank,Nguyễn Thị Hồng,Q25417879,2020-11-12,female,1968,,Nguyen Thi Hong 20180702.jpg,Nguyễn Thị Hồng (economist)
