catalog,id,name,relationship,relative,relativename
Greece,Q104883085,Dora Avgeri,spouse,Q114082486,Αλέξανδρος Κάντερ-Μπαξ
Greece,Q1091143,Anastasios Papaligouras,child,Q23645746,Léna Papaligoúra
Greece,Q1091143,Anastasios Papaligouras,father,Q12236394,Panagis Papaligoúras
Greece,Q1091143,Anastasios Papaligouras,spouse,Q26720202,Zaira Papaligouras
Greece,Q114065632,Antonios Mylonakis,partner,Q114080054,Anna Salipa
Greece,Q1226051,Dimitris Reppas,relative,Q1392087,Panagiotis Poulitsas
Greece,Q12877311,Evangelos Yannopoulos,spouse,Q26933726,Ντιντή Γιαννοπούλου
Greece,Q12877513,Zoi Konstantopoulou,father,Q3347276,Nikos Konstantopoulos
Greece,Q12879717,Konstantinos Tsoukalas,father,Q12872072,Ange Tsoukalas
Greece,Q12879717,Konstantinos Tsoukalas,spouse,Q113041921,Φωτεινή Τσαλίκογλου
Greece,Q12881047,Miltiades Varvitsiotis,father,Q1428443,Ioannis Varvitsiotis
Greece,Q12881764,Nikos Alivizatos,father,Q12879618,Konstantinos Alivizatos
Greece,Q12881764,Nikos Alivizatos,mother,Q16766183,Lili Theotoka
Greece,Q12881764,Nikos Alivizatos,spouse,Q16766245,Γιάννα Διάκου-Αλιβιζάτου
Greece,Q12884685,Stathis Panagoulis,sibling,Q469985,Alexandros Panagoulis
Greece,Q12885954,Fofi Gennimata,father,Q3561313,Georgios Gennimatas
Greece,Q12885954,Fofi Gennimata,mother,Q109321688,Kakia Vergou
Greece,Q12885954,Fofi Gennimata,spouse,Q109342991,Andreas Tsounis
Greece,Q14928588,Kostas Bakoyannis,father,Q2040292,Pavlos Bakoyannis
Greece,Q14928588,Kostas Bakoyannis,mother,Q464862,Dora Bakoyannis
Greece,Q14928588,Kostas Bakoyannis,relative,Q552751,Kyriakos Mitsotakis
Greece,Q14928588,Kostas Bakoyannis,sibling,Q100136474,Alexia Bakoyannis
Greece,Q14928588,Kostas Bakoyannis,spouse,Q38362332,Sia Kosioni
Greece,Q151917,Giorgos Papandreou,father,Q219256,Andreas Papandreou
Greece,Q151917,Giorgos Papandreou,mother,Q12880750,Margaret Chant-Papandreou
Greece,Q151917,Giorgos Papandreou,sibling,Q12873619,Andreas Papandreou
Greece,Q151917,Giorgos Papandreou,sibling,Q13360480,Níkos Papandréou
Greece,Q151917,Giorgos Papandreou,sibling,Q16946630,Sofia Papandreou
Greece,Q151917,Giorgos Papandreou,sibling,Q16946731,Emilia Nyblom
Greece,Q155390,Costas Simitis,father,Q12875161,Georgios Simitis
Greece,Q155390,Costas Simitis,spouse,Q18071269,Daphni Simitis
Greece,Q15894261,Simos Kedikoglou,father,Q16328542,Vasilis Kedikoglou
Greece,Q15894261,Simos Kedikoglou,sibling,Q16329220,Giorgos Kedikoglou
Greece,Q16061917,Yiannis Vouros,spouse,Q59135799,Anna Adrianou
Greece,Q16187335,Spiros Taliadouros,father,Q18546109,Athanasios Taliadouros
Greece,Q17401770,Gabriel Sakellaridis,spouse,Q104536411,Ράνια Τζίμα
Greece,Q1789532,Kriton Arsenis,mother,Q12880688,Maria Arseni
Greece,Q18641022,Elena Kountoura,father,Q18668784,Alexandros Kountouras
Greece,Q188978,Kostas Karamanlis,relative,Q156806,Konstantinos Karamanlis
Greece,Q188978,Kostas Karamanlis,sibling,Q20655987,Olga Karamanlis
Greece,Q188978,Kostas Karamanlis,spouse,Q3337135,Natasa Pazaïti
Greece,Q18912914,Iason Fotilas,father,Q12874116,Asi̱máki̱s Fo̱tí̱las
