catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Russia,President,Vladimir Putin,Q7747,2012-05-07,male,1952-10-07,,Vladimir Putin 17-11-2021 (cropped 2).jpg,Vladimir Putin
Russia,Prime Minister,Mikhail Mishustin,Q4298520,2020-01-16,male,1966-03-03,,Mikhail Mishustin (2020-07-09).jpg,Mikhail Mishustin
Russia,First Deputy Prime Minister,Andrey Belousov,Q4082839,2020-01-21,male,1959-03-17,,Андрей Белоусов на Съезде железнодорожников (cropped).jpg,Andrey Belousov
Russia,Deputy Prime Minister,Yuri Trutnev,Q1320356,2013-08-31,male,1956-03-01,,Yury Trutnev (2019-12-19).jpg,Yury Trutnev
Russia,Deputy Prime Minister,Tatyana Golikova,Q260432,2018-05-18,female,1966-02-09,,Tatyana Golikova official portrait.png,Tatyana Golikova
Russia,Deputy Prime Minister,Marat Khusnullin,Q1153835,2020-01-21,male,1966-08-09,,Marat Khusnullin (2020-02-05).jpg,Marat Khusnullin
Russia,Deputy Prime Minister,Yuriy Borisov,Q16186988,2020-01-21,male,1956-12-31,,Yuriy Ivanovich Borisov.jpg,Yury Borisov
Russia,Deputy Prime Minister,Viktoria Abramchenko,Q39390389,2020-01-21,female,1975-05-22,,Victoria Abramchenko official portrait (government.ru).jpg,Viktoria Abramchenko
Russia,Deputy Prime Minister,Dmitry Chernyshenko,Q4514292,2020-01-21,male,1968-09-20,,Dmitry Chernyshenko official portrait (government.ru).jpg,Dmitry Chernyshenko
Russia,Deputy Prime Minister,Dmitry Grigorenko,Q83380758,2020-01-21,male,1978-07-14,,Dmitry Grigorenko govru.png,Dmitry Grigorenko
Russia,Deputy Prime Minister,Alexey Overchuk,Q83382151,2020-01-21,male,1964-12-09,,Alexey Overchuk (2020-04-29).jpg,
Russia,Deputy Prime Minister,Alexander Novak,Q4321847,2020-11-10,male,1971-08-23,,Alexander Novak (2019-11-06).jpg,Alexander Novak
Russia,Minister of Agriculture,Dmitry Patrushev,Q18043712,2018-05-18,male,1977-10-13,,Dmitry Patrushev (2019-07-23).jpg,Dmitry Patrushev
Russia,"Minister of Construction, Housing and Utilities",Irek Faizullin,Q101444618,2020-11-10,male,1962-12-08,,Irek Fáizullin.jpg,Irek Faizullin
Russia,Minister of Culture,Olga Lyubimova,Q83375533,2020-01-21,female,1980-12-31,,Olga Liubimova (2020-12-07).jpg,Olga Lyubimova
