catalog,id,name,relationship,relative,relativename
Tuvalu,Q43274,Charles III,child,Q152316,"Prince Harry, Duke of Sussex"
Tuvalu,Q43274,Charles III,child,Q36812,"Prince William, Duke of Cambridge"
Tuvalu,Q43274,Charles III,father,Q80976,"Prince Philip, Duke of Edinburgh"
Tuvalu,Q43274,Charles III,godparent,Q153815,"Princess Margaret, Countess of Snowdon"
Tuvalu,Q43274,Charles III,godparent,Q154927,Haakon VII of Norway
Tuvalu,Q43274,Charles III,godparent,Q170396,Prince George of Greece and Denmark
Tuvalu,Q43274,Charles III,godparent,Q259488,"Nadejda Mountbatten, Marchioness of Milford Haven"
Tuvalu,Q43274,Charles III,godparent,Q280856,George VI
Tuvalu,Q43274,Charles III,godparent,Q336691,"Patricia Knatchbull, 2nd Countess Mountbatten of Burma"
Tuvalu,Q43274,Charles III,godparent,Q5231604,David Bowes-Lyon
Tuvalu,Q43274,Charles III,godparent,Q76927,Mary of Teck
Tuvalu,Q43274,Charles III,mother,Q9682,Elizabeth II
Tuvalu,Q43274,Charles III,relative,Q3736070,Tom Parker Bowles
Tuvalu,Q43274,Charles III,relative,Q3743314,Laura Lopes
Tuvalu,Q43274,Charles III,sibling,Q151754,"Anne, Princess Royal"
Tuvalu,Q43274,Charles III,sibling,Q153330,"Prince Andrew, Duke of York"
Tuvalu,Q43274,Charles III,sibling,Q154920,"Prince Edward, Earl of Wessex"
Tuvalu,Q43274,Charles III,spouse,Q152239,Queen Camilla of the United Kingdom
Tuvalu,Q43274,Charles III,spouse,Q9685,"Diana, Princess of Wales"
Tuvalu,Q9682,Elizabeth II,child,Q151754,"Anne, Princess Royal"
Tuvalu,Q9682,Elizabeth II,child,Q153330,"Prince Andrew, Duke of York"
Tuvalu,Q9682,Elizabeth II,child,Q154920,"Prince Edward, Earl of Wessex"
Tuvalu,Q9682,Elizabeth II,child,Q43274,Charles III
Tuvalu,Q9682,Elizabeth II,father,Q280856,George VI
Tuvalu,Q9682,Elizabeth II,mother,Q10633,Queen Elizabeth The Queen Mother
Tuvalu,Q9682,Elizabeth II,sibling,Q153815,"Princess Margaret, Countess of Snowdon"
Tuvalu,Q9682,Elizabeth II,spouse,Q80976,"Prince Philip, Duke of Edinburgh"
