catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Kyrgyzstan,President,Sadyr Zhaparov,Q25597826,2021-01-28,male,1968-12-06,,President of Kyrgyzstan Sadyr Japarov.jpg,Sadyr Japarov
Kyrgyzstan,Chairman of the Cabinet of Ministers (Prime Minister),Akylbek Japarov,Q4060344,2021-10-12,male,1964-09-14,,Акылбек Жапаров (19-11-2021).jpg,Akylbek Japarov
Kyrgyzstan,First Deputy Chairman of the Cabinet of Ministers,Adylbek Kasymaliev,Q112703041,2022-06-16,male,,,,
Kyrgyzstan,Deputy Chairman of the Cabinet of Ministers,Edil Baisalov,Q110086096,2021-10-13,male,,,,
Kyrgyzstan,Deputy Chairman of the Cabinet of Ministers,Kamchybek Tashiev,Q1584976,2021-10-13,male,1968-09-27,,Kamchybek Tashiev.png,Kamchybek Tashiev
Kyrgyzstan,Deputy Chairman of the Cabinet of Ministers,Bakyt Torobayev,Q38459236,2022-03-31,male,1973-04-05,,Bakyt torobayev 2016.jpg,Bakyt Torobayev
Kyrgyzstan,Minister of Agriculture,Askar Dzhanybekov,Q110086089,2021-10-13,male,,,,
Kyrgyzstan,"Minister of Culture, Information and Tourism",Azamat Zhamankulov,Q110086090,2021-10-13,male,,,,
Kyrgyzstan,Minister of Defence,Baktybek Bekbolotov,Q110086093,2021-10-13,male,,,,
Kyrgyzstan,Minister of Digital Development,Talantbek Imanov,Q110553190,2022-01-06,male,,,Талантбек Иманов.jpg,
Kyrgyzstan,Minister of Economics and Commerce,Daniyar Amangeldiev,Q110086098,2021-10-13,male,1982-03-30,,,
Kyrgyzstan,Minister of Education and Science,Almazbek Beyshenaliev,Q110961613,2022-02-15,male,1981-06-02,,DOS-3872v (1).jpg,
Kyrgyzstan,Minister of Emergency Situations,Boobek Azhikeev,Q110086100,2021-10-13,male,,,,
Kyrgyzstan,Minister of Energy,Doskul Bekmurzaev,Q110086092,2021-10-13,male,,,,
Kyrgyzstan,Minister of Finance,Almaz Baketaev,Q110086095,2021-10-13,male,,,,
Kyrgyzstan,Minister for Foreign Affairs,Jeenbek Kulubaev,Q111744930,2022-04-22,male,,,2022 Jeenbek Kulubaev (52374401006) (cropped).jpg,
Kyrgyzstan,Minister of Internal Affairs,Ulan Niyazbekov,Q110086086,2021-10-13,male,,,,
Kyrgyzstan,Minister of Justice,Ayaz Baetov,Q110086097,2021-10-13,male,,,,
Kyrgyzstan,"Minister of Labour, Social Security and Migration",Kudaibergen Bazarbaev,Q110086685,2021-10-13,male,1958,,,
Kyrgyzstan,"Minister of Natural Resources, Environmental and Technical Supervision",Dinara Kutmanova,Q108888338,2021-10-13,female,1961-10-31,,Dinara Kutmanova.jpg,
Kyrgyzstan,Minister of Transport and Communications,Erkinbek Osoev,Q110086085,2021-10-13,male,,,,
Kyrgyzstan,Chairman of the State Committee for National Security,Kamchybek Tashiev,Q1584976,2021-10-13,male,1968-09-27,,Kamchybek Tashiev.png,Kamchybek Tashiev
Kyrgyzstan,Speaker of the Supreme Council,Talant Mamytov,Q25597831,2020-11-04,male,1976-03-14,,Talant Mamytov.jpg,Talant Mamytov
Kyrgyzstan,Prosecutor General,Kurmankul Zulushev,Q110086302,2020-10-21,male,,,,
Kyrgyzstan,Governor of the Central Bank,Kubanychbek Bokontayev,Q110086336,2021-09-29,male,,,,
Kyrgyzstan,Chief of the General Staff,Erlis Terdikbayev,Q55081125,2021-03-29,male,1969-05-27,,Erlis Terdikbayev.jpg,Erlis Terdikbayev
