catalog,id,name,relationship,relative,relativename
Kyrgyzstan,Q110751908,Temirtai Izbastin,spouse,Q110751912,Karlyga Izbastina
Kyrgyzstan,Q111008259,Kapar Kurmanaliev,spouse,Q111008267,Natalia Kurmanalieva
Kyrgyzstan,Q23810819,Sooronbay Jeenbekov,sibling,Q4182022,Asylbek Jêênbekov
Kyrgyzstan,Q23810819,Sooronbay Jeenbekov,spouse,Q59160096,Aigul Jeenbekova
Kyrgyzstan,Q24692,Almazbek Atambayev,spouse,Q23685107,Raisa Atambayeva
Kyrgyzstan,Q25597831,Talant Mamytov,spouse,Q107441930,Чинара Мамытова
Kyrgyzstan,Q4059021,Askar Aitmatov,father,Q484292,Chinghiz Aitmatov
Kyrgyzstan,Q4182022,Asylbek Jêênbekov,sibling,Q23810819,Sooronbay Jeenbekov
Kyrgyzstan,Q4214522,Aaly Karashev,mother,Q25597893,Kalia Karasheva
Kyrgyzstan,Q44185879,Erlan Abdyldayev,father,Q13165346,"Абдылдаев, Бекеш"
Kyrgyzstan,Q484816,Kurmanbek Bakiyev,child,Q2566115,Maxim Bakiyev
Kyrgyzstan,Q489893,Askar Akayev,child,Q4059278,Aidar Akayev
Kyrgyzstan,Q489893,Askar Akayev,child,Q4892570,Bermet Akayeva
Kyrgyzstan,Q489893,Askar Akayev,spouse,Q58885833,Mayram Akayeva
Kyrgyzstan,Q5285365,Djoomart Otorbaev,father,Q20628715,Kaiyp Otorbaev
