catalog,id,name,relationship,relative,relativename
Dominican Republic,Q109455187,Ramón Brea Messina,spouse,Q108841588,Flor de Oro Trujillo
Dominican Republic,Q16594097,Luis Abinader,father,Q17591796,José Rafael Abinader Wassaf
Dominican Republic,Q16594097,Luis Abinader,sibling,Q95971390,José Rafael Abinader Corona
Dominican Republic,Q16624085,Rafael Calventi Gaviño,relative,Q21598084,Idelisa Bonnelly
Dominican Republic,Q16624085,Rafael Calventi Gaviño,relative,Q26464855,Jean Alain Rodríguez
Dominican Republic,Q16624085,Rafael Calventi Gaviño,relative,Q439980,Juan Bosch
Dominican Republic,Q16624085,Rafael Calventi Gaviño,relative,Q6016272,Milagros Ortiz Bosch
Dominican Republic,Q17591796,José Rafael Abinader Wassaf,child,Q16594097,Luis Abinader
Dominican Republic,Q17591796,José Rafael Abinader Wassaf,child,Q95971390,José Rafael Abinader Corona
Dominican Republic,Q20983426,Lucía Medina,sibling,Q57429,Danilo Medina
Dominican Republic,Q3845570,Margarita Cedeño,spouse,Q151944,Leonel Fernández
Dominican Republic,Q57429,Danilo Medina,sibling,Q20983426,Lucía Medina
Dominican Republic,Q57429,Danilo Medina,spouse,Q24302385,Cándida Montilla de Medina
Dominican Republic,Q5923172,Victor Bisono,mother,Q1675823,Ivonne Haza
Dominican Republic,Q6016261,Milagros Germán,spouse,Q5892805,Hatuey de Camps
Dominican Republic,Q653611,Hipólito Mejía,child,Q23826228,Carolina Mejía de Garrigó
Dominican Republic,Q653611,Hipólito Mejía,spouse,Q6112180,Rosa Gómez de Mejía
