catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Brunei,Sultan,Hassanal Bolkiah,Q57327,1967-10-04,male,1946-07-15,,Hassanal Bolkiah (48989161738).jpg,Hassanal Bolkiah
Brunei,Crown Prince,Crown Prince Al-Muhtadee Billah of Brunei,Q431442,1998-08-10,male,1974-02-17,,Al-Muhtadee Billah.jpg,Al-Muhtadee Billah
Brunei,Prime Minister,Hassanal Bolkiah,Q57327,1984-01-01,male,1946-07-15,,Hassanal Bolkiah (48989161738).jpg,Hassanal Bolkiah
Brunei,Special Advisor to the Sultan,Isa Ibrahim,Q50365689,2022-06-07,male,1935-05-09,,,
Brunei,"Minister of Culture, Youth and Sports",Nazmi bin Haji Mohamad,Q114633275,2022-06-07,male,,,,
Brunei,Minister of Defence,Hassanal Bolkiah,Q57327,1986-09-07,male,1946-07-15,,Hassanal Bolkiah (48989161738).jpg,Hassanal Bolkiah
Brunei,Second Minister of Defence,Awang Halbi bin Mohd Yussof,Q47382814,2018-01-30,male,1956-06-22,,,Halbi bin Mohammad Yussof
Brunei,Minister of Development,Mohd Juanda bin Haji Abdul Rashid,Q114633274,2022-06-07,,,,,
Brunei,Minister of Education,Romaizah binti Haji Mohd Salleh,Q114632978,2022-06-07,male,,,,
Brunei,Minister of Finance and Economy,Hassanal Bolkiah,Q57327,1997-02-23,male,1946-07-15,,Hassanal Bolkiah (48989161738).jpg,Hassanal Bolkiah
Brunei,Second Minister of Finance and Economy,Mohd Amin Liew bin Abdullah,Q114633273,2022-06-07,male,,,,
Brunei,Minister of Foreign Affairs,Hassanal Bolkiah,Q57327,2022-06-07,male,1946-07-15,,Hassanal Bolkiah (48989161738).jpg,Hassanal Bolkiah
Brunei,Second Minister of Foreign Affairs,Erywan Yusof,Q64605915,2015,male,,,Erywan Yusof in Washington - 2018 (41875658125) (cropped).jpg,Erywan Yusof
Brunei,Minister of Health,Md Isham bin Jaafar,Q110274040,2017-12-01,male,,,,
Brunei,Minister of Home Affairs,Ahmaddin bin Haji Abdul Rahman,Q114632953,2022-06-07,male,,,,
Brunei,Minister of Religious Affairs,Badaruddin bin Othman,Q61114013,2022-06-07,male,,,,
Brunei,Minister of Tourism,Abdul Manaf bin Haji Metussin,Q114633272,2022-06-07,male,,,,
Brunei,Minister of Transport and Infocommunications,Pengiran Shamhary bin Pengiran Haji Mustapha,Q114633276,2022-06-07,male,,,,
Brunei,Minister in the Prime Minister's Office,Mohd Amin Liew bin Abdullah,Q114633273,2022-06-07,male,,,,
Brunei,Minister in the Prime Minister's Office,Crown Prince Al-Muhtadee Billah of Brunei,Q431442,2022-06-07,male,1974-02-17,,Al-Muhtadee Billah.jpg,Al-Muhtadee Billah
Brunei,Minister in the Prime Minister's Office,Awang Halbi bin Mohd Yussof,Q47382814,2022-06-07,male,1956-06-22,,,Halbi bin Mohammad Yussof
Brunei,Minister in the Prime Minister's Office,Isa Ibrahim,Q50365689,2022-06-07,male,1935-05-09,,,
Brunei,Speaker of the Legislative Council,Abdul Rahman Mohamed Taib,Q112972364,2015,male,,,,Abdul Rahman Mohamed Taib
