catalog,id,name,relationship,relative,relativename
Norway,Q106573093,Eva Borkenhagen,child,Q17057515,Kristine Jørstad Bock
Norway,Q106804882,Per Martin Sandtrøen,sibling,Q25429905,Nils Kristen Sandtrøen
Norway,Q1082481,Per-Kristian Foss,spouse,Q4998925,Jan Erik Knarbakk
Norway,Q108641249,Per Vidar Kjølmoen,mother,Q11980215,Karin Kjølmoen
Norway,Q11030048,Bjarne Store-Jakobsen,child,Q22957911,Elle-Máijá Tailfeathers
Norway,Q110944991,Athar Ali Tajik,sibling,Q464941,Hadia Tajik
Norway,Q112133781,Kristine Joy Nordenson Kallset,spouse,Q11048638,Kjell-Erik Kallset
Norway,Q1157167,Dag Jostein Fjærvoll,father,Q5001767,Edmund Fjærvoll
Norway,Q11957757,Amund Drønen Ringdal,spouse,Q22003431,Gunn Cecilie Ringdal
Norway,Q11958268,Anne Karin Olli,sibling,Q3358648,Egil Olli
Norway,Q11961322,Bjørn Alfred Ropstad,child,Q4573115,Kjell Ingolf Ropstad
Norway,Q11963717,Christian Tynning Bjørnø,mother,Q17113205,Signe Tynning
Norway,Q11966875,Eirik Kristoffersen,sibling,Q17775273,Frode Arnfinn Kristoffersen
Norway,Q11968154,Eva Vinje Aurdal,child,Q11988564,Martine Aurdal
Norway,Q11970097,Fredrik Sejersted,father,Q713176,Francis Sejersted
Norway,Q11970097,Fredrik Sejersted,mother,Q16904827,Hilde Sejersted
Norway,Q11970350,Frode Jacobsen,father,Q4802424,Arvid Jacobsen
Norway,Q11973332,Gunnar Tore Stenseng,child,Q16215117,Kjersti Stenseng
Norway,Q11975332,Hilde Barstad,father,Q5704431,Helge Barstad
Norway,Q11975332,Hilde Barstad,sibling,Q12001898,Solveig Barstad
Norway,Q11976356,Håkon Alstadheim,father,Q5963595,Håvard Alstadheim
Norway,Q11977215,Inger Stolt-Nielsen,child,Q11996975,Ragnhild Stolt-Nielsen
Norway,Q11977297,Ingvild Kjerkol,father,Q15613912,Ole Meier Kjerkol
Norway,Q11978069,Jan Johnsen,child,Q11978189,Janne Johnsen
Norway,Q11978189,Janne Johnsen,father,Q11978069,Jan Johnsen
Norway,Q11980215,Karin Kjølmoen,child,Q108641249,Per Vidar Kjølmoen
Norway,Q11980807,Kjartan Alexander Lunde,spouse,Q109347908,Thea Emilie Svartsund Lunde
Norway,Q11983353,Lars Tvete,father,Q17113171,Bjarne Tvete
Norway,Q11987193,Láilá Susanne Vars,mother,Q5262377,Ellen Marie Vars
Norway,Q11988143,Margaret Eckbo,spouse,Q5350050,Eivind Eckbo
Norway,Q11991511,Nils T. Bjørke,sibling,Q16175830,Kari Bjørke
Norway,Q11991511,Nils T. Bjørke,sibling,Q19842038,Arnstein Bjørke
Norway,Q11993308,Ola Elvestuen,sibling,Q7166676,Per Elvestuen
Norway,Q11993392,Olaf Thommessen,mother,Q11034256,Anette Thommessen
Norway,Q11993392,Olaf Thommessen,sibling,Q11963713,Christian Thommessen
Norway,Q11993392,Olaf Thommessen,spouse,Q2629507,Vendela Kirsebom
Norway,Q11995421,Peter Christian Frølich,father,Q17125626,Peter Frølich
Norway,Q11995421,Peter Christian Frølich,sibling,Q21474138,Anine Frølich
Norway,Q11996642,Pål Morten Borgli,child,Q41173279,Stine Borgli
Norway,Q11996975,Ragnhild Stolt-Nielsen,mother,Q11977215,Inger Stolt-Nielsen
Norway,Q11997154,Rasmus Hansson,father,Q15613843,Knut Mørch Hansson
Norway,Q12000617,Siri Frost Sterri,father,Q11993318,Ola Frost
Norway,Q12000617,Siri Frost Sterri,mother,Q11989499,Milly Frost
Norway,Q12006427,Tine Sundtoft,father,Q15727505,Kristian Sundtoft
Norway,Q12006843,Tor André Ljosland,spouse,Q21814384,Rebekka Ljosland
Norway,Q12007574,Trond Henry Blattmann,mother,Q4819628,Aud Blattmann
Norway,Q12007605,Trond Prytz,child,Q12011686,Åsmund Prytz
Norway,Q12007689,Trude Drevland,sibling,Q15673629,Lars Andreas Larssen
Norway,Q12011686,Åsmund Prytz,father,Q12007605,Trond Prytz
Norway,Q1349776,Odd Einar Dørum,spouse,Q62010237,Randi Gerd Øverland
Norway,Q1351719,Jan Petersen,father,Q4998312,Kaare Petersen
Norway,Q15057274,Torill Eidsheim,spouse,Q15057304,Sigurd Hille
Norway,Q15057304,Sigurd Hille,spouse,Q15057274,Torill Eidsheim
Norway,Q15063276,Hans Wilhelm Longva,spouse,Q17102205,Anh Nga Longva
Norway,Q15077918,Svetlana K Johnsen,spouse,Q15109978,Tor André Johnsen
Norway,Q15078687,Kårstein Eidem Løvaas,mother,Q15613929,Velaug Eidem Løvaas
Norway,Q15078687,Kårstein Eidem Løvaas,sibling,Q11976946,Ildri Eidem Løvaas
Norway,Q15109978,Tor André Johnsen,spouse,Q15077918,Svetlana K Johnsen
Norway,Q15113558,Kristin Vinje,spouse,Q7923755,Vetle Vinje
Norway,Q15113600,Stefan Heggelund,spouse,Q111946857,Jorunn Hallaråker Heggelund
Norway,Q15113600,Stefan Heggelund,spouse,Q464941,Hadia Tajik
