catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Syria,President,Bashar al-Assad,Q44329,2000-07-17,male,1965-09-11,,Bashar al-Assad (2018-05-17) 03.jpg,Bashar al-Assad
Syria,Vice President,Najah al-Attar,Q686595,2006-03-23,female,1933-01-10,,,Najah al-Attar
Syria,Prime Minister,Hussein Arnous,Q60455401,2020-06-11,male,1953,,Hussein Arnous.jpg,Hussein Arnous
Syria,Deputy Prime Minister,Ali Abdullah Ayyoub,Q4724546,2020-08-30,male,1952-04-28,,Ayyoub (2017-12-11) 39.jpg,Ali Abdullah Ayyoub
Syria,Minister of Administrative Development,Salam Safaf,Q98798433,2017-03-29,female,1979,,,Salam Safaf
Syria,Minister of Agriculture,Mohammed Hassan Qatana,Q98798493,2020-08-30,male,,,,Mohammed Hassan Qatana
Syria,Minister of Communications and Technology,Iyad Mohammad al-Khatib,Q110093859,2018-11-26,male,,,,Iyad Mohammad al-Khatib
Syria,Minister of Culture,Lubanah Mshaweh,Q18217778,2020-08-30,female,1955,,,Lubanah Mshaweh
Syria,Minister of Defence,Ali Mahmoud Abbas,Q111748038,2022-04-28,male,,,,Ali Mahmoud Abbas
Syria,Minister of Economy and Trade,Mohammad Samer al-Khalil,Q60572925,2017-03-29,male,1977,,,Mohammad Samer al-Khalil
Syria,Minister of Education,Darem Tabbaa,Q98796946,2020-08-30,male,1958,,,Darem Tabbaa
Syria,Minister of Electricity,Ghassan al-Zamel,Q98798533,2020-08-30,male,1963,,,Ghassan al-Zamel
Syria,Minister of Endowments and Religious Affairs,Mohammed Abdul Sattar,Q6892847,2007-12-08,male,1958,,,Mohammed Abdul Sattar
Syria,Minister of Finance,Kenan Yaghi,Q98807064,2020-08-30,male,1976,,,Kenan Yaghi
Syria,Minister of Foreign Affairs,Faisal Mekdad,Q5431067,2020-11-22,male,1954-02-05,,Faisal Mekdad by Tasnimnews 03).jpg,Faisal Mekdad
Syria,Minister of Health,Hassan al-Ghabbash,Q98798488,2020-08-30,male,1971,,,Hassan al-Ghabbash
Syria,Minister of Higher Education,Bassam Bashir Ibrahim,Q98798423,2018-11-26,male,1960,,,Bassam Bashir Ibrahim
Syria,Minister of Industry,Ziyad Sabbagh,Q98798540,2020-08-30,male,1960,,,Ziyad Sabbagh
Syria,Minister of Information,Boutros Al-Hallaq,Q110158645,2021-08-10,male,,,,Boutros Al-Hallaq
Syria,Minister of Internal Affairs,Mohammad Khaled al-Rahmoun,Q85874875,2018-11-26,male,1957-04-01,,,Mohammad Khaled al-Rahmoun
Syria,Minister of Internal Trade and Consumer Protection,Amr Salem,Q108092707,2021-08-10,male,1958,,,Amr Salem
Syria,Minister of Justice,Ahmad al-Sayyed,Q98798381,2020-08-30,male,1965,,,Ahmad al-Sayyed
Syria,Minister of Local Administration and Environment,Hussein Makhlouf,Q60455444,2016-06-22,male,1964,,,Hussein Makhlouf
Syria,Minister of Oil and Mineral Reserves,Bassam Tohme,Q98798481,2020-08-30,male,1969,,,Bassam Tohme
Syria,Minister of Presidential Affairs,Mansour Fadlallah Azzam,Q6751840,2011-04-14,male,1960,,,Mansour Fadlallah Azzam
Syria,Minister of Public Works and Housing,Suhail Mohammad Abdullatif,Q110158344,2018-11-26,male,1961,,,Suhail Mohammad Abdullatif
Syria,Minister of Social Affairs and Labour,Mohamed Seif El-Din,Q109117280,2021-08-10,male,1965,,,Mohamed Seif El-Din
Syria,Minister of Tourism,Mohamed Martini,Q98798457,2018-11-26,male,1970,,,Mohammad Rami Radwan Martini
Syria,Minister of Transport,Zouhair Khazim,Q98798467,2020-08-30,male,1963,,,Zouhair Khazim
Syria,Minister of Water Resources,Tammam Raad,Q98798395,2020-08-30,male,1965,,,Tammam Raad
Syria,Minister of State for Investment Affairs and Vital Projects,Mohammad Fayez al-Barasha,Q110176262,2020-08-30,male,1955,,,Mohammad Fayez al-Barasha
Syria,Minister of State for People's Assembly Affairs,Abdullah Sallum Abdullah,Q107042002,2021-08-10,male,,,,Abdullah Sallum Abdullah
Syria,Minister of State for Southern Development Affairs,Diala Barakat,Q109026826,2021-08-10,female,1980,,,Diala Barakat
Syria,Speaker of the Assembly,Hammouda Sabbagh,Q41229317,2020,male,1959-02-10,,Hammouda Sabbagh04).jpg,Hammouda Sabbagh
Syria,Chief of the General Staff,Abdul Karim Mahmoud Ibrahim,Q113989404,2022-04-30,male,,,,
