catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Philippines,President,Bongbong Marcos,Q983324,2022-06-30,male,1957-09-13,,"President Ferdinand R. Marcos, Jr. State of the Nation Address (SONA).png",Bongbong Marcos
Philippines,Vice President,Sara Duterte,Q1491004,2022-06-30,female,1978-05-31,,Sara Duterte - Dec. 2018 (cropped).jpg,Sara Duterte
Philippines,Executive Secretary,Victor Rodriguez,Q112872085,2022-06-30,male,1973-12-23,,,Vic Rodriguez (lawyer)
Philippines,Secretary of Agrarian Reform,Conrado Estrella III,Q475303,2022-06-30,male,1960-09-12,,,Conrado Estrella III
Philippines,Secretary of Agriculture,Bongbong Marcos,Q983324,2022-06-30,male,1957-09-13,,"President Ferdinand R. Marcos, Jr. State of the Nation Address (SONA).png",Bongbong Marcos
Philippines,Secretary of Budget and Management,Amenah Pangandaman,Q112656225,2022-06-30,female,,,,Amenah Pangandaman
Philippines,Secretary of Education,Sara Duterte,Q1491004,2022-06-30,female,1978-05-31,,Sara Duterte - Dec. 2018 (cropped).jpg,Sara Duterte
Philippines,Secretary of Energy,Raphael Lotilla,Q113044235,2022-07-11,male,,,,Raphael Lotilla
Philippines,Secretary of Environment and Natural Resources,Maria Antonia Yulo-Loyzaga,Q113270903,2022-07-12,female,,,,
Philippines,Secretary of Finance,Benjamin Diokno,Q4888484,2022-06-30,male,1948-03-31,,Benjamin Diokno.jpg,Benjamin Diokno
Philippines,Secretary of Foreign Affairs,Enrique Manalo,Q28925129,2022-07-01,male,1952-07-21,,PH Ambassador to UK Enrique Manalo.jpg,Enrique Manalo
Philippines,Secretary of Health,Maria Rosario Vergeire,Q98746000,2022-07-14,female,,,,Maria Rosario Vergeire
Philippines,Secretary of Human Settlements and Urban Development,Jerry Acuzar,Q113349187,2022-07-29,male,1955-06-19,,,Jose Acuzar
Philippines,Secretary of Information and Communications Technology,Ivan John Uy,Q112628567,2022-06-30,male,,,,Ivan John Uy
Philippines,Secretary of the Interior and Local Government,"Benjamin Abalos, Jr.",Q4888170,2022-06-30,male,1962-07-19,,Benjamin Abalos Jr. 2019 (cropped).jpg,Benjamin Abalos Jr.
Philippines,Secretary of Justice,Jesus Crispin Remulla,Q6188132,2022-06-30,male,1961-03-31,,Rep. Jesus Crispin Remulla (18th Congress PH).jpg,Jesus Crispin Remulla
Philippines,Secretary of Labor and Employment,Bienvenido Laguesma,Q112156876,2022-06-30,male,1950,,,Bienvenido Laguesma
Philippines,Secretary of Migrant Workers,Susan Ople,Q22007251,2022-06-30,female,1962-02-09,,Susan Ople - 2018 (44622064192).jpg,Susan Ople
Philippines,Secretary of National Defence,Jose Faustino Jr.,Q108550713,2022-06-30,male,1965-11-12,,,Jose Faustino Jr.
Philippines,Secretary of the Presidential Management Staff,Zenaida Angping,Q112660887,2022-06-30,female,,,PMS Secretary Zenaida Angping - 2022 (cropped).jpg,Zenaida Angping
Philippines,Secretary of Public Works and Highways,Manuel Bonoan,Q112628861,2022-06-30,male,,,,Manuel Bonoan
Philippines,Secretary of Science and Technology,Renato Solidum Jr.,Q113272164,2022-06-30,male,,,,
Philippines,Secretary of Social Welfare and Development,Erwin Tulfo,Q5396218,2022-06-30,male,1972-08-10,,,Erwin Tulfo
Philippines,Secretary of Tourism,Maria Esperanza Christina Frasco,Q80191945,2022-06-30,female,1981-12-25,,,Christina Frasco
