catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Northern Ireland,"Minister of Agriculture, Environment and Rural Affairs",Edwin Poots,Q5346750,2020-01-11,male,1965-05-27,,Edwin Poots (cropped).jpg,Edwin Poots
Northern Ireland,Minister of Communities,Deirdre Hargey,Q55069282,2020-01-09,female,,,Deirdre Hargey.jpg,Deirdre Hargey
Northern Ireland,Minister for the Economy,Gordon Lyons,Q20966622,2021-07-06,male,1986-03-06,,Gordon Lyons 2021.jpg,Gordon Lyons
Northern Ireland,Minister of Education,Michelle McIlveen,Q6837153,2021-06-14,female,1971-01-21,,Michelle McIlveen DUP.jpg,Michelle McIlveen
Northern Ireland,Minister of Finance,Conor Murphy,Q578710,2020-01-11,male,1963-07-10,,SF Conor Murphy 2022 (cropped).jpg,Conor Murphy
Northern Ireland,Minister of Health,Robin Swann,Q7352813,2020-01-11,male,1971-09-24,,Robin Swann in Stormont (cropped).jpg,Robin Swann
Northern Ireland,Minister for Infrastructure,John O'Dowd,Q6250866,2022-05-16,male,1967-05-10,,John O'Dowd.jpg,John O'Dowd
Northern Ireland,Minister of Justice,Naomi Long,Q695272,2020-01-11,female,1971-12-13,,Naomi Long cropped and brightned from UK Interfaith Leaders (8738792158).jpg,Naomi Long
Northern Ireland,Junior Minister,Declan Kearney,Q24052777,2020-01-11,male,1964-12-19,,Declan Kearney 2015.jpg,Declan Kearney
Northern Ireland,Junior Minister,Gary Middleton,Q21130106,2021-06-17,male,1990-06-20,,"Gary Middleton, DUP.jpg",Gary Middleton
Northern Ireland,Speaker of the Assembly,Alex Maskey,Q1116655,2020-01-11,male,1952-01-08,,Alex Maskey.jpg,Alex Maskey
Northern Ireland,Lord Chief Justice,Siobhan Keegan,Q22083751,2021-09-02,female,,,,Siobhan Keegan
Northern Ireland,Attorney General,Brenda King,Q102046160,2020-08-18,female,1964-06-13,,Brenda King 2020.jpg,Brenda King
