catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Tanzania,President,Samia Suluhu,Q16193885,2021-03-19,female,1960-01-27,,The 6th President of Tanzania (cropped).jpg,Samia Suluhu Hassan
Tanzania,Prime Minister,Kassim Majaliwa,Q6737420,2015-11-20,male,1960-12-22,,Kassim Majaliwa.jpg,Kassim Majaliwa
Tanzania,Vice President,Philip Isdory Mpango,Q22279305,2021-03-31,male,1957-07-14,,Dr Philip Mpango.jpg,Philip Mpango
Tanzania,Minister of Agriculture,Hussein Bashe,Q30090584,2022-01-10,male,1975-08-26,,,Hussein Mohamed Bashe
Tanzania,Minister of Communication and ICT,Nape Nnauye,Q16733431,2022-01-10,male,1977-11-07,,Nape Nnauye.jpg,Nape Nnauye
Tanzania,Minister of Community Development and Gender,Dorothy Gwajima,Q106234674,2022-01-10,female,1971-03-21,,,Dorothy Gwajima
Tanzania,Minister of Constitutional and Legal Affairs,Damas Ndumbaro,Q16873167,2022-04-04,male,1971-06-14,,,Damas Ndumbaro
Tanzania,Minister of Defence,Innocent Bashungwa,Q30090589,2022-10-03,male,1979-05-05,,Bashungwa.jpg,Innocent Bashungwa
Tanzania,"Minister of Education, Science, Technology and Vocational Training",Adolf Mkenda,Q101649229,2022-01-10,male,1963,,,Adolf Mkenda
Tanzania,Minister of Energy,January Makamba,Q1612942,2021-09-12,male,1974-01-28,,January Makamba 2012.jpg,January Makamba
Tanzania,Minister of Finance,Mwigulu Nchemba,Q31752753,2021-03-31,male,1975-01-07,,Mwigulu Nchemba.jpg,Mwigulu Nchemba
Tanzania,Minister of Foreign Affairs,Stergomena Lawrence Tax,Q16193890,2022-10-03,female,1960-07-06,,Stergomena Tax.jpg,Stergomena Tax
Tanzania,Minister of Health,Ummy Mwalimu,Q7881722,2022-01-10,female,1973-09-05,,Ummy Mwalimu.jpg,Ummy Mwalimu
Tanzania,Minister of Home Affairs,Hamad Masauni,Q16214437,2022-01-10,male,1973-10-03,,,Hamad Masauni
Tanzania,"Minister of Industry, Trade and Investment",Ashatu Kijaji,Q27656841,2022-01-10,female,1976-04-26,,,Ashatu Kijaji
Tanzania,"Minister of Information, Culture, Arts and Sports",Mohamed Mchengerwa,Q31752864,2022-01-10,male,,,,Mohamed Mchengerwa
Tanzania,"Minister of Lands, Housing and Human Settlements Developments",Angeline Mabula,Q27469212,2022-01-10,female,1962-05-06,,,Angeline Mabula
Tanzania,Minister of Livestock and Fisheries,Mashimba Ndaki,Q31752975,2020-12,male,1962-12-07,,,Mashimba Ndaki
Tanzania,Minister of Minerals,Doto Biteko,Q30090598,2019-01-09,male,1978-12-30,,,Doto Biteko
Tanzania,Minister of Natural Resources and Tourism,Hazara Pindi Chana,Q5687576,2022-04-04,female,1974-01-24,,,Pindi Chana
Tanzania,Minister of Water and Irrigation,Jumaa Aweso,Q30090592,2020-12-05,male,1985-03-22,,,Jumaa Hamidu Aweso
Tanzania,Minister of Works and Transport,Makame Mbarawa,Q6738666,2015-12-24,male,1976,,Makame Mbarawa IAEA.png,Makame Mbarawa
Tanzania,Attorney General,Eliezer Feleshi,Q110178914,2021-09-12,male,,,,Eliezer Feleshi
Tanzania,Speaker of the National Assembly,Tulia Ackson,Q21170429,2022-02-01,female,1976-11-23,,,Tulia Ackson
Tanzania,President of Zanzibar,Hussein Mwinyi,Q5018704,2020-11-03,male,1966-12-23,,Hussein Mwinyi.jpg,Hussein Mwinyi
Tanzania,Governor of the Central Bank,Florens Luoga,Q42307544,2018-01-08,male,1958,,,Florens Luoga
Tanzania,Chief of Defence Force,Venance Salvatory Mabeyo,Q59725943,2017-02-06,male,,,,Venance Salvatory Mabeyo
