catalog,id,name,relationship,relative,relativename
Brazil,Q10270312,Edison Lobão,child,Q10270313,Edison Lobão Filho
Brazil,Q10270312,Edison Lobão,spouse,Q10336687,Nice Lobão
Brazil,Q10271244,Elcione Barbalho,spouse,Q3806086,Jader Barbalho
Brazil,Q10279146,Fabio Faria,spouse,Q10346160,Patrícia Abravanel
Brazil,Q10293167,Rodrigo Maia,father,Q324174,Cesar Maia
Brazil,Q10304453,Ivo Gomes,father,Q56347811,José Euclides Ferreira Gomes Júnior
Brazil,Q10304453,Ivo Gomes,sibling,Q5119489,Cid Gomes
Brazil,Q10304453,Ivo Gomes,sibling,Q744798,Ciro Gomes
Brazil,Q10304982,Jair Bolsonaro,child,Q10283057,Flávio Bolsonaro
Brazil,Q10304982,Jair Bolsonaro,child,Q112250889,Renan Bolsonaro
Brazil,Q10304982,Jair Bolsonaro,child,Q18246320,Eduardo Bolsonaro
Brazil,Q10304982,Jair Bolsonaro,child,Q58428214,Laura Bolsonaro
Brazil,Q10304982,Jair Bolsonaro,child,Q9696914,Carlos Bolsonaro
Brazil,Q10304982,Jair Bolsonaro,father,Q106815816,Percy Geraldo Bolsonaro
Brazil,Q10304982,Jair Bolsonaro,spouse,Q57911283,Michelle Bolsonaro
Brazil,Q10304982,Jair Bolsonaro,spouse,Q57951356,Rogéria Nantes Nunes Braga
Brazil,Q10304982,Jair Bolsonaro,spouse,Q57951438,Ana Cristina Siqueira Valle
Brazil,Q10309548,José Gregori,sibling,Q16940748,Maria Teresa Gregori
Brazil,Q10309629,José Ivo Sartori,spouse,Q10325889,Maria Helena Sartori
Brazil,Q10311264,João Carlos Bacelar Batista,relative,Q10307400,Joaquim Rui Paulilo Bacelar
Brazil,Q10311264,João Carlos Bacelar Batista,relative,Q18276137,João Carlos Bacelar Filho
Brazil,Q10311264,João Carlos Bacelar Batista,relative,Q47011498,João Carlos Paolilo Bacelar
Brazil,Q10311413,João Doria,father,Q10311426,João Dória
Brazil,Q10311413,João Doria,spouse,Q18241910,Bia Doria
Brazil,Q10317356,Leonardo Picciani,father,Q10308208,Jorge Picciani
Brazil,Q10320255,Luciana Genro,father,Q3515818,Tarso Genro
Brazil,Q10324996,Marcela Temer,child,Q84003063,Michel Temer Filho
Brazil,Q10324996,Marcela Temer,spouse,Q463533,Michel Temer
Brazil,Q10326004,Maria Lúcia Amary,spouse,Q10359328,Renato Fauvel Amary
Brazil,Q10329753,Miguel Corrêa,spouse,Q76669387,Letícia Santiago
Brazil,Q10334305,Márcio França,child,Q20045670,Caio França
Brazil,Q10334305,Márcio França,spouse,Q56349549,Lúcia França
Brazil,Q10336120,Nelson Trad,child,Q10336123,Nelson Trad Filho
Brazil,Q10336120,Nelson Trad,child,Q26692175,Marquinhos Trad
Brazil,Q10336120,Nelson Trad,child,Q59204973,Fábio Trad
Brazil,Q10336123,Nelson Trad Filho,father,Q10336120,Nelson Trad
Brazil,Q10336123,Nelson Trad Filho,sibling,Q26692175,Marquinhos Trad
Brazil,Q10336446,Neudo Ribeiro Campos,spouse,Q18486154,Suely Campos
Brazil,Q10336590,Newton Cardoso,child,Q23883203,Newton Cardoso Jr
Brazil,Q10340805,Omar Aziz,spouse,Q60437178,Nejmi Aziz
Brazil,Q10341050,Onyx Lorenzoni,child,Q85877037,Rodrigo Lorenzoni
Brazil,Q10346628,Paulo Henrique Lustosa,father,Q10346671,Paulo Lustosa
Brazil,Q10358939,Reinaldo Azambuja,spouse,Q108096200,Fátima Azambuja
Brazil,Q10359235,Renan Filho,father,Q3623584,Renan Calheiros
Brazil,Q10359235,Renan Filho,spouse,Q111467782,Renata Pires
Brazil,Q10361085,Ricardo Barros,spouse,Q9757510,Cida Borghetti
Brazil,Q10361158,Ricardo Izar Júnior,father,Q10361159,Ricardo Izar
Brazil,Q10361159,Ricardo Izar,child,Q10361158,Ricardo Izar Júnior
Brazil,Q10361241,Ricardo Tripoli,sibling,Q10363451,Roberto Tripoli
Brazil,Q10363451,Roberto Tripoli,sibling,Q10361241,Ricardo Tripoli
Brazil,Q10363867,Rodrigo Garcia,spouse,Q111467785,Luciana Garcia
Brazil,Q10371678,Simone Tebet,child,Q110161866,Maria Eduarda Tebet
Brazil,Q10371678,Simone Tebet,child,Q110161900,Maria Fernanda Tebet Rocha
Brazil,Q10371678,Simone Tebet,father,Q2130127,Ramez Tebet
Brazil,Q10371678,Simone Tebet,spouse,Q110161239,Eduardo Rocha
Brazil,Q10376248,Sérgio Vidigal,spouse,Q25440706,Sueli Vidigal
