catalog,id,name,relationship,relative,relativename
Guatemala,Q17995110,Jimmy Morales,spouse,Q21400269,Patricia Marroquín
Guatemala,Q182441,Alfonso Portillo,spouse,Q47825878,Evelyn Morataya
Guatemala,Q182441,Alfonso Portillo,spouse,Q6003776,María Eugenia González
Guatemala,Q1846075,Zury Ríos,father,Q467077,Efraín Ríos Montt
Guatemala,Q1846075,Zury Ríos,mother,Q50349730,María Teresa Sosa
Guatemala,Q1846075,Zury Ríos,spouse,Q57421290,Gregory Smith
Guatemala,Q1846075,Zury Ríos,spouse,Q740636,Jerry Weller
Guatemala,Q19914009,Alejandro Maldonado Aguirre,spouse,Q20900212,Ana Fagianni de Maldonado
Guatemala,Q2134696,Alejandro Giammattei,child,Q82295478,Marcela Giammattei
Guatemala,Q250834,Álvaro Enrique Arzú Irigoyen,spouse,Q6066624,Patricia de Arzú
Guatemala,Q250924,Álvaro Colom,spouse,Q7416788,Sandra Torres
Guatemala,Q27044664,Alvaro Arzú Escobar,father,Q250834,Álvaro Enrique Arzú Irigoyen
Guatemala,Q27044664,Alvaro Arzú Escobar,mother,Q6066624,Patricia de Arzú
Guatemala,Q293194,Óscar Berger,spouse,Q6166826,Wendy de Berger
Guatemala,Q467077,Efraín Ríos Montt,child,Q1846075,Zury Ríos
Guatemala,Q467077,Efraín Ríos Montt,child,Q20986951,Adolfo Homero Ríos Sosa
Guatemala,Q467077,Efraín Ríos Montt,sibling,Q1898762,Mario Enrique Ríos Montt
Guatemala,Q467077,Efraín Ríos Montt,spouse,Q50349730,María Teresa Sosa
Guatemala,Q57539,Otto Pérez Molina,child,Q6054733,Otto Pérez Leal
Guatemala,Q57539,Otto Pérez Molina,spouse,Q6112184,Rosa Leal de Pérez
Guatemala,Q63683638,Erick Archila,sibling,Q64374616,Rolando Archila
