catalog,id,name,relationship,relative,relativename
Jordan,Q12247924,Nabil Al Mashini,sibling,Q12179563,أسامة المشيني
Jordan,Q12247924,Nabil Al Mashini,sibling,Q12229586,Ghassan Al-Mashini
Jordan,Q1393504,Faisal al-Fayez,father,Q100598164,Akef Al-Fayez
Jordan,Q22687372,Jumana Ghunaimat,spouse,Q55499746,خالد خليفات
Jordan,Q29512679,Omar Razzaz,father,Q6936630,Munif al-Razzaz
Jordan,Q467852,Samir Rifai,father,Q144271,Zaid al-Rifai
Jordan,Q5648173,Hani al-Mulki,father,Q3432643,Fawzi al-Mulki
Jordan,Q57464,Abdullah II of Jordan,child,Q13574439,Princess Iman bint Abdullah
Jordan,Q57464,Abdullah II of Jordan,child,Q5146516,Princess Salma bint Al Abdullah
Jordan,Q57464,Abdullah II of Jordan,child,Q7244056,Prince Hashem bin Al Abdullah
Jordan,Q57464,Abdullah II of Jordan,child,Q981927,"Hussein bin Abdullah, Crown Prince of Jordan"
Jordan,Q57464,Abdullah II of Jordan,father,Q146906,Hussein I of Jordan
Jordan,Q57464,Abdullah II of Jordan,mother,Q269898,Princess Muna al-Hussein
Jordan,Q57464,Abdullah II of Jordan,sibling,Q1532902,Prince Hamzah bin Al Hussein
Jordan,Q57464,Abdullah II of Jordan,sibling,Q272117,Princess Haya bint Al Hussein
Jordan,Q57464,Abdullah II of Jordan,sibling,Q2817328,Prince Hashim Al Hussein
Jordan,Q57464,Abdullah II of Jordan,sibling,Q3307706,Princess Iman bint Al Hussein
Jordan,Q57464,Abdullah II of Jordan,sibling,Q461192,Prince Faisal bin Al Hussein
Jordan,Q57464,Abdullah II of Jordan,sibling,Q524703,Prince Ali Bin Al-Hussein
Jordan,Q57464,Abdullah II of Jordan,sibling,Q7244519,Princess Aisha bint Hussein
Jordan,Q57464,Abdullah II of Jordan,sibling,Q7244527,Princess Alia bint Hussein
Jordan,Q57464,Abdullah II of Jordan,sibling,Q7244790,Princess Raiyah bint Al Hussein
Jordan,Q57464,Abdullah II of Jordan,sibling,Q7244873,Princess Zein bint Al Hussein
Jordan,Q57464,Abdullah II of Jordan,spouse,Q200678,Queen Rania of Jordan
Jordan,Q63441935,Bisher Al-Khasawneh,spouse,Q6792408,Rana Sultan
