catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Yemen,Prime Minister,Abdel-Aziz bin Habtour,Q12223068,2016-10-04,male,1955-08-08,,دولة رئيس مجلس وزراء حكومة الإنقاذ الوطني باليمن.jpg,Abdel-Aziz bin Habtour
Yemen,Prime Minister,Maeen Abdulmalik Saeed,Q57373157,2020-12-18,male,1977,,,Maeen Abdulmalik Saeed
Yemen,Minister of Communication,Najeeb Mansour Hameed Al Auj,Q59246326,2020-12-18,male,1968-05-15,,,
Yemen,Minister of Education,Yahia Badreddin al-Houthi,Q4539761,2016-11-28,male,1965,,,Yahia al-Houthi
Yemen,Minister of Endowments and Guidance,محمد عيضة شبيبة,Q104601317,2020-12-26,male,1975,,,
Yemen,Minister of Foreign Affairs,Hisham Sharaf,Q16187308,2016-11-28,male,1956-01-01,,Heshm Sharaf - 13.jpg,Hisham Sharaf
Yemen,Minister of Foreign Affairs,Ahmad Awad Bin Mubarak,Q16119688,2020-12-18,male,1968,,"Visit of Ahmed Awad bin Mubarak, Yemeni Minister for Foreign Affairs and Expatriate, to the European Commission.jpg",Ahmad Awad bin Mubarak
Yemen,Minister of Industry and Trade,Abdo Mohammed Abdullah Beshr,Q16119932,2016-11-28,male,1968-01-01,,,
Yemen,Minister of Planning and International Cooperation,Waed Badhib,Q22690657,2020-12-18,male,1974-01-06,,,
Yemen,Minister of Tourism,Mohamed Qubaty,Q5627924,2016-09-18,male,1958-01-05,,Dr. Mohamed Qubaty.jpeg,Mohamed Qubaty
Yemen,Speaker of the House of Representatives,Sultan al-Barakani,Q16119420,2019-04-13,male,1956,,,Sultan al-Barakani
