catalog,id,name,relationship,relative,relativename
Israel,Q1159122,Dan Meridor,child,Q42304031,Shaul Meridor
Israel,Q1159122,Dan Meridor,child,Q98785308,Avishai Meridor
Israel,Q1159122,Dan Meridor,father,Q2334778,Eliyahu Meridor
Israel,Q1159122,Dan Meridor,mother,Q6586102,Ra'anana Meridor
Israel,Q1159122,Dan Meridor,spouse,Q12408660,Liora Meridor
Israel,Q1159747,Danny Yatom,sibling,Q2909295,Ehud Yatom
Israel,Q1175220,David Levy,child,Q466537,Orly Levy-Abekasis
Israel,Q1175220,David Levy,child,Q6554413,Jackie Levy
Israel,Q1175220,David Levy,sibling,Q2890150,Maxim Levy
Israel,Q12409594,Moshe Lion,sibling,Q50411890,Nissim Leon
Israel,Q125731,Ehud Barak,spouse,Q30158635,Nava Barak
Israel,Q128911,Ezer Weizman,father,Q6922134,Yechiel Weizmann
Israel,Q128911,Ezer Weizman,spouse,Q6158321,Reuma Weizman
Israel,Q1296492,Efraim Sneh,father,Q1338975,Moshe Sneh
Israel,Q1344931,Omri Sharon,father,Q60206,Ariel Sharon
Israel,Q1344931,Omri Sharon,mother,Q109376407,Lily Sharon
Israel,Q1344931,Omri Sharon,sibling,Q7189909,Gilad Sharon
Israel,Q1367272,Moshe Feiglin,relative,Q30526859,Aya Zahavi Feiglin
Israel,Q1380540,Matan Vilnai,father,Q2335167,Zev Vilnay
Israel,Q1391548,Meir Porush,father,Q605443,Menachem Porush
Israel,Q1396120,Yair Lapid,father,Q471751,Tommy Lapid
Israel,Q1396120,Yair Lapid,mother,Q1572259,Shulamit Lapid
Israel,Q1396120,Yair Lapid,spouse,Q6700184,Lihi Lapid
Israel,Q143172,Yossi Sarid,child,Q2600402,Yishai Sarid
Israel,Q151796,Tzipi Livni,father,Q2447659,Eitan Livni
Israel,Q151796,Tzipi Livni,mother,Q6724502,Sara Livni
Israel,Q1711779,Yuli Edelstein,father,Q4529848,Юрий (Георгий) Михайлович Эдельштейн
Israel,Q1711779,Yuli Edelstein,spouse,Q27247995,Irina Nevzlin
Israel,Q18121227,Ruth Wasserman Lande,spouse,Q16128794,Aviv Wasserman
Israel,Q181832,Moshe Katsav,spouse,Q5560660,Gila Katsav
Israel,Q18368428,Yehuda Glick,child,Q109567641,Shahar Glick
Israel,Q18368428,Yehuda Glick,father,Q45312029,Shimon Glick
Israel,Q18522625,Mufid Mari,sibling,Q7029950,Nabiya Meri
Israel,Q18759744,Bezalel Smotrich,relative,Q19634034,Ayelet Nahmias-Verbin
Israel,Q18814813,Ksenia Svetlova,father,Q55316967,Igor Evgenevich Svetlov
Israel,Q19615491,Miki Zohar,child,Q114073813,Eliav Zohar
Israel,Q19627844,Nurit Koren,child,Q56884557,Omer Koren
Israel,Q19627844,Nurit Koren,child,Q56884558,Zohar Koren
Israel,Q19627890,Oren Hazan,father,Q2907728,Yehiel Hazan
