catalog,id,name,relationship,relative,relativename
Morocco,Q108699304,Nabila Rmili,spouse,Q96758923,Taoufik Kamil
Morocco,Q1393978,Mohamed El Ouafa,relative,Q2837662,Allal al-Fassi
Morocco,Q14125712,Omar Zniber,relative,Q2822073,Abu Bakr Zniber
Morocco,Q14125712,Omar Zniber,relative,Q3318885,Mohammed Zniber
Morocco,Q16194963,Fadel Benyaich,sibling,Q54834223,Karima Benyaich
Morocco,Q1638114,Aziz Akhannouch,relative,Q2821247,Abderrahmane Benabdelali
Morocco,Q1638114,Aziz Akhannouch,spouse,Q19818452,Salwa Idrissi Akhannouch
Morocco,Q20851300,Fouad El Omari,sibling,Q21706309,Ilyas El Omari
Morocco,Q20961736,Omar Balafrej,relative,Q3318537,Mohamed El Yazghi
Morocco,Q20961736,Omar Balafrej,relative,Q401160,Ahmed Balafrej
Morocco,Q20961736,Omar Balafrej,relative,Q7530002,Abderrahim Bouabid
Morocco,Q2585447,Taieb Fassi Fihri,child,Q2923549,Brahim Fassi Fihri
Morocco,Q2585447,Taieb Fassi Fihri,father,Q3318517,Mohamed El Habib Fassi-Fihri
Morocco,Q2585447,Taieb Fassi Fihri,relative,Q3571915,Yasmina Baddou
Morocco,Q2585447,Taieb Fassi Fihri,sibling,Q2836210,Ali Fassi-Fihri
Morocco,Q27734183,Ali Oumlil,spouse,Q87330656,Zhour Alaoui Mdaghri
Morocco,Q27962429,Faouzi Chaâbi,father,Q3314458,Miloud Chaabi
Morocco,Q27962429,Faouzi Chaâbi,sibling,Q2866705,Asma Chaabi
Morocco,Q2821052,Hamid Chabat,child,Q96758967,Noufal Chabat
Morocco,Q2821217,Abdelwahed Radi,relative,Q96758673,Yassine Radi
Morocco,Q2866705,Asma Chaabi,father,Q3314458,Miloud Chaabi
Morocco,Q2866705,Asma Chaabi,sibling,Q27962429,Faouzi Chaâbi
Morocco,Q305956,Abbas El Fassi,child,Q96758717,Abdelmajid Fassi-Fihri
Morocco,Q305956,Abbas El Fassi,father,Q2821173,Abdelmajid El Fassi
Morocco,Q305956,Abbas El Fassi,relative,Q2821135,Abdellah El Fassi
Morocco,Q305956,Abbas El Fassi,relative,Q2821197,Abdelouahed El Fassi
Morocco,Q305956,Abbas El Fassi,relative,Q2821289,Abdeslam El Fassi
Morocco,Q305956,Abbas El Fassi,relative,Q2837662,Allal al-Fassi
Morocco,Q305956,Abbas El Fassi,relative,Q3282080,Malika al-Fassi
Morocco,Q305956,Abbas El Fassi,relative,Q3572819,Younes El Mechrafi
Morocco,Q305956,Abbas El Fassi,relative,Q562410,Nizar Baraka
Morocco,Q305956,Abbas El Fassi,relative,Q95975325,Mohamed Ghali El Fassi
Morocco,Q3314458,Miloud Chaabi,child,Q27962429,Faouzi Chaâbi
Morocco,Q3314458,Miloud Chaabi,child,Q2866705,Asma Chaabi
Morocco,Q3328975,Mustapha Mansouri,sibling,Q16914098,Mimoun Mansouri
Morocco,Q3351862,Omar Hejira,father,Q24203093,Abderrahmane Hejira
Morocco,Q3351862,Omar Hejira,sibling,Q2827676,Ahmed Taoufiq Hejira
Morocco,Q3519491,Thami El Khyari,spouse,Q50825333,Rabéa Naciri
Morocco,Q3571915,Yasmina Baddou,father,Q2821246,Abderrahmane Baddou
Morocco,Q3571915,Yasmina Baddou,relative,Q2585447,Taieb Fassi Fihri
Morocco,Q3571915,Yasmina Baddou,relative,Q2836115,Ali Baddou
Morocco,Q3571915,Yasmina Baddou,relative,Q3318517,Mohamed El Habib Fassi-Fihri
Morocco,Q3571915,Yasmina Baddou,spouse,Q2836210,Ali Fassi-Fihri
Morocco,Q50364860,Souad Zaidi,father,Q85202287,Ahmed Zaidi
Morocco,Q50364860,Souad Zaidi,sibling,Q96758654,Said Zaidi
Morocco,Q50366932,Touria Skalli,sibling,Q3345301,Nouzha Skalli
