catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Uruguay,President,Luis Lacalle Pou,Q6800406,2020-03-01,male,1973-08-11,,Foto Oficial Presidente Luis Lacalle Pou (cropped).jpg,Luis Lacalle Pou
Uruguay,Vice President,Beatriz Argimón,Q5724101,2020-03-01,female,1961-08-14,,Beatriz Argimón PN septiembre 2019.jpg,Beatriz Argimón
Uruguay,Minister of Economy and Finance,Azucena Arbeleche,Q17622167,2020-03-01,female,1970-09-29,,,Azucena Arbeleche
Uruguay,Minister of Education and Culture,Pablo da Silveira,Q42392625,2020-03-01,male,1962-09-21,,Dasilveira.jpg,Pablo Da Silveira
Uruguay,Minister of the Environment,Adrián Peña,Q76823104,2020-08-27,male,1976-01-20,,,Adrián Peña
Uruguay,Minister of Foreign Affairs,Francisco Bustillo,Q6436401,2020-07-06,male,1960-04-01,,Francisco Bustillo.jpg,Francisco Bustillo
Uruguay,"Minister of Housing, Territorial Planning and Environment",Irene Moreira,Q72980918,2020-03-01,female,1964,,,Irene Moreira
Uruguay,"Minister of Industry, Energy and Mining",Omar Paganini,Q96276487,2020-03-01,male,1962-06-02,,,Omar Paganini
Uruguay,Minister of the Interior,Luis Alberto Héber,Q6700272,2021-05-24,male,1957-12-22,,Luis Alberto Heber Fontana.jpg,Luis Alberto Héber
Uruguay,Minister of Labour and Social Welfare,Pablo Mieres,Q1688988,2020-03-01,male,1959-07-30,,Pablomieres.jpg,Pablo Mieres
Uruguay,"Minister of Livestock, Agriculture, and Fisheries",Fernando Mattos Costa,Q107365095,2021-06-27,male,1958-12-09,,,
Uruguay,Minister of National Defence,Javier García Duchini,Q3163146,2020-03-01,male,1963-11-28,,Acto Colón Garcìa 2014 cropped.jpg,Javier García Duchini
Uruguay,Minister of Public Health,Daniel Salinas,Q87157116,2020-03-01,male,1962-02-17,,DanielSalinas.jpg,Daniel Salinas
Uruguay,Minister of Social Development,Martín Lema,Q41777347,2021-05-03,male,1982-09-06,,15.02.20 - Apertura XLIX CRR 0820.jpg,Martín Lema
Uruguay,Minister of Tourism,Tabaré Viera,Q1621502,2021-08-23,male,1955-04-07,,,Tabaré Viera
Uruguay,Minister of Transport and Public Works,José Luis Falero,Q1709330,2021-05-25,male,1966-05-19,,José Luis Falero en 2014 (cropped).jpg,José Luis Falero
Uruguay,Secretary of the Presidency,Álvaro Delgado Ceretta,Q26727956,2020-03-01,male,1969-03-11,,AlvaroDelgado-2000x1500.jpg,Álvaro Delgado Ceretta
Uruguay,Director of the Office of Planning and Budget,Isaac Alfie,Q5920552,2020-03-01,male,1962-04-27,,Alfieisaac.jpg,Isaac Alfie
Uruguay,Speaker of the Chamber of Deputies,Ope Pasquet,Q3824716,2022-03-01,male,1956-01-10,,,Ope Pasquet
Uruguay,President of the Central Bank,Diego Labat,Q110208264,2020-03-20,male,,,,
Uruguay,Chief of Defence Staff,Gustavo Fajardo,Q110251215,2021-02-01,male,1962-08-22,,,Gustavo Fajardo
