catalog,id,name,relationship,relative,relativename
Bosnia and Herzegovina,Q112145,Valentin Inzko,father,Q2508337,Valentin Inzko
Bosnia and Herzegovina,Q112145,Valentin Inzko,spouse,Q287332,Bernarda Fink
Bosnia and Herzegovina,Q183848,Alija Izetbegović,child,Q312355,Bakir Izetbegović
Bosnia and Herzegovina,Q312355,Bakir Izetbegović,father,Q183848,Alija Izetbegović
Bosnia and Herzegovina,Q333066,Paddy Ashdown,father,Q75413396,John W. R. D. Ashdown
Bosnia and Herzegovina,Q333066,Paddy Ashdown,mother,Q75413397,Lois Ashdown
Bosnia and Herzegovina,Q333066,Paddy Ashdown,spouse,Q75413399,Jane Courtenay
Bosnia and Herzegovina,Q467905,Miroslav Lajčák,spouse,Q12767847,Jarmila Lajčáková-Hargašová
Bosnia and Herzegovina,Q57381,Haris Silajdžić,spouse,Q16513126,Selma Muhedinović
Bosnia and Herzegovina,Q77550,Christian Schwarz-Schilling,father,Q318034,Reinhard Schwarz-Schilling
Bosnia and Herzegovina,Q85999021,Sonja Karadžić-Jovičević,father,Q123923,Radovan Karadžić
