catalog,id,name,relationship,relative,relativename
Andorra,Q157,François Hollande,child,Q16783695,Julien Hollande
Andorra,Q157,François Hollande,child,Q16783697,Flora Hollande
Andorra,Q157,François Hollande,child,Q16783700,Thomas Hollande
Andorra,Q157,François Hollande,child,Q16783701,Clémence Hollande
Andorra,Q157,François Hollande,father,Q16354870,Georges Hollande
Andorra,Q157,François Hollande,mother,Q16354867,Nicole Tribert
Andorra,Q157,François Hollande,partner,Q230539,Valérie Trierweiler
Andorra,Q157,François Hollande,partner,Q435925,Julie Gayet
Andorra,Q157,François Hollande,partner,Q81923,Ségolène Royal
Andorra,Q157,François Hollande,sibling,Q16354873,Philippe Hollande
Andorra,Q157,François Hollande,spouse,Q435925,Julie Gayet
Andorra,Q21001195,Xavier Espot Zamora,father,Q2597802,Xavier Espot Miró
Andorra,Q2105,Jacques Chirac,child,Q15529521,Laurence Chirac
Andorra,Q2105,Jacques Chirac,child,Q2977194,Claude Chirac
Andorra,Q2105,Jacques Chirac,father,Q16354565,François Chirac
Andorra,Q2105,Jacques Chirac,mother,Q16354830,Marie-Louise Valette
Andorra,Q2105,Jacques Chirac,spouse,Q431115,Bernadette Chirac
Andorra,Q2597802,Xavier Espot Miró,child,Q21001195,Xavier Espot Zamora
Andorra,Q2996190,Contxita Marsol Riart,father,Q1377919,Rossend Marsol Clua
Andorra,Q3052772,Emmanuel Macron,father,Q28838206,Jean-Michel Macron
Andorra,Q3052772,Emmanuel Macron,mother,Q28838264,Françoise Noguès
Andorra,Q3052772,Emmanuel Macron,relative,Q28842880,Tiphaine Auzière
Andorra,Q3052772,Emmanuel Macron,relative,Q29869162,Laurence Auzière-Jourdan
Andorra,Q3052772,Emmanuel Macron,relative,Q29870480,Sébastien Auzière
Andorra,Q3052772,Emmanuel Macron,sibling,Q29860422,Estelle Macron
Andorra,Q3052772,Emmanuel Macron,sibling,Q29889211,Laurent Macron
Andorra,Q3052772,Emmanuel Macron,spouse,Q21511883,Brigitte Macron
Andorra,Q312785,Albert Pintat,relative,Q63033620,Josep Pintat Forné
Andorra,Q329,Nicolas Sarkozy,child,Q16338096,Giulia Sarkozy
Andorra,Q329,Nicolas Sarkozy,child,Q16338100,Pierre Sarkozy
Andorra,Q329,Nicolas Sarkozy,child,Q23034454,Louis Sarkozy
Andorra,Q329,Nicolas Sarkozy,child,Q946961,Jean Sarkozy
Andorra,Q329,Nicolas Sarkozy,father,Q3898147,Paul Sarkozy
Andorra,Q329,Nicolas Sarkozy,mother,Q16338080,Andrée Mallah
Andorra,Q329,Nicolas Sarkozy,sibling,Q16338110,François Sarkozy
Andorra,Q329,Nicolas Sarkozy,sibling,Q3120172,Guillaume Sarkozy
Andorra,Q329,Nicolas Sarkozy,sibling,Q3351364,Olivier Sarkozy
Andorra,Q329,Nicolas Sarkozy,sibling,Q48827891,Caroline Sarkozy
Andorra,Q329,Nicolas Sarkozy,spouse,Q143945,Carla Bruni
Andorra,Q329,Nicolas Sarkozy,spouse,Q16338091,Marie-Dominique Culioli
Andorra,Q329,Nicolas Sarkozy,spouse,Q235177,Cécilia Attias
