catalog,id,name,relationship,relative,relativename
Armenia,Q1785,Charles Aznavour,child,Q20851209,Katia Aznavour
Armenia,Q1785,Charles Aznavour,child,Q4058374,Misha Aznavour
Armenia,Q1785,Charles Aznavour,child,Q466073,Seda Aznavour
Armenia,Q1785,Charles Aznavour,father,Q85539932,Misha Aznavourian
Armenia,Q1785,Charles Aznavour,relative,Q20506953,Arus Aznavuryan
Armenia,Q1785,Charles Aznavour,relative,Q582996,Mike Connors
Armenia,Q1785,Charles Aznavour,spouse,Q108650253,Micheline Rugel
Armenia,Q1785,Charles Aznavour,spouse,Q108650268,Evelyne Plessis
Armenia,Q1785,Charles Aznavour,spouse,Q108650275,Ulla Thorsell
Armenia,Q1975237,Khosrov Harutyunyan,child,Q21211990,Robert Harutyunyan
Armenia,Q1977367,Gagik Beglaryan,sibling,Q20509334,Hakob Beglaryan
Armenia,Q20509334,Hakob Beglaryan,sibling,Q1977367,Gagik Beglaryan
Armenia,Q20510294,Levon Martirosyan,sibling,Q2389088,Garik Martirosyan
Armenia,Q20513503,Alen Simonyan,child,Q111085476,Victoria Simonyan
Armenia,Q20513503,Alen Simonyan,child,Q111085478,Robert Simonyan
Armenia,Q20513503,Alen Simonyan,child,Q111085479,Erik Simonyan
Armenia,Q20513503,Alen Simonyan,sibling,Q111085475,Karlen Simonyan
Armenia,Q20513503,Alen Simonyan,spouse,Q111085473,Mariam Margaryan
Armenia,Q21212686,Arman Saghatelyan,father,Q20514221,Արմեն Սաղաթելյան
Armenia,Q215782,Andranik Margaryan,child,Q3515771,Taron Margaryan
Armenia,Q2380073,Yervand Zakharyan,sibling,Q4188844,Sayad Zakharyan
Armenia,Q2389114,Raffi Hovannisian,child,Q16210308,Garin Hovannisian
Armenia,Q2389114,Raffi Hovannisian,father,Q2657741,Richard G. Hovannisian
Armenia,Q2633067,Hovik Abrahamyan,child,Q31196741,Argam Abrahamyan
Armenia,Q2634821,Seyran Ohanyan,spouse,Q21467422,Ruzanna Khachatryan
Armenia,Q2752724,Karine Kazinian,father,Q21211852,Լորիս Կրոյան
Armenia,Q30195988,Lena Nazaryan,father,Q4312259,Rafael Nazaryan
Armenia,Q31196741,Argam Abrahamyan,father,Q2633067,Hovik Abrahamyan
Armenia,Q3498414,Stepan Demirchyan,father,Q1729248,Karen Demirchyan
Armenia,Q3515771,Taron Margaryan,father,Q215782,Andranik Margaryan
Armenia,Q4070509,Vagharshak Harutiunyan,sibling,Q4070514,"Арутюнян, Вячеслав Варназович"
Armenia,Q4074471,Ara Babloyan,child,Q22677766,Արման Բաբլոյան
Armenia,Q4078776,Levon Barkhudaryan,father,Q4078774,Vladimir Barkhudaryan
Armenia,Q4149426,Manvel Grigoryan,spouse,Q20512975,Nazik Amiryan
Armenia,Q41692534,Narine Khachaturyan,father,Q20513499,Levon Tukhikyan
Armenia,Q41692534,Narine Khachaturyan,mother,Q20509455,Anna Petrosyan
Armenia,Q4193010,Naira Zohrabyan,spouse,Q16398720,Samvel Mkrtchʻyan
Armenia,Q4221140,Arman Kirakossian,father,Q4221142,John Kirakosyan
Armenia,Q4361653,Shushan Petrosyan,father,Q27188287,Samvel Petrossyan
Armenia,Q4361653,Shushan Petrosyan,mother,Q20509023,Arax Mansourian
Armenia,Q4403353,Arman Sahakyan,father,Q4403355,Galust Sahakyan
Armenia,Q4496709,Armen Khachatryan,father,Q21211734,Avag Khachatryan
Armenia,Q501736,Aram Sargsyan,sibling,Q279396,Vazgen Sargsyan
Armenia,Q52552037,Mikayel Melkumyan,father,Q13054705,Sergey Melkumyan
Armenia,Q52552037,Mikayel Melkumyan,sibling,Q63284336,Anahit Melkoumyan
Armenia,Q60492738,Sipan Pashinyan,relative,Q7035479,Nikol Pashinyan
Armenia,Q612803,Serzh Sargsyan,father,Q20670447,Azat Sargsyan
Armenia,Q612803,Serzh Sargsyan,mother,Q20670453,Nora Sargsyan
Armenia,Q612803,Serzh Sargsyan,sibling,Q21212739,Levon Sargsyan
Armenia,Q612803,Serzh Sargsyan,sibling,Q4408642,Sashik Sargsyan
Armenia,Q612803,Serzh Sargsyan,spouse,Q4977068,Rita Sargsyan
Armenia,Q613051,Robert Kocharyan,child,Q111819200,Levon Kocharyan
Armenia,Q613051,Robert Kocharyan,spouse,Q4883364,Bella Kocharyan
Armenia,Q61667659,Hayk Chobanyan,spouse,Q83026831,Armine Toumanyan
Armenia,Q61774946,Mikayel Zolyan,father,Q4193748,Suren Zoljan
Armenia,Q7035479,Nikol Pashinyan,spouse,Q52942979,Anna Hakobyan
Armenia,Q7907998,Vache Gabrielyan,father,Q13054903,Vazgen Gabrielyan
Armenia,Q7907998,Vache Gabrielyan,mother,Q21467381,Zhenya Kalantaryan
Armenia,Q7907998,Vache Gabrielyan,sibling,Q4130939,Ваге Вазгенович Габриелян
Armenia,Q87491070,Zhanna Andreasyan,spouse,Q59849712,Պետրոս Ղազարյան
Armenia,Q93153,Armen Sarkissian,father,Q46729568,Vardan Sarkisov
Armenia,Q93153,Armen Sarkissian,spouse,Q50818130,Nouneh Sarkissian
