catalog,id,name,relationship,relative,relativename
Cameroon,Q105971791,Robert Nkili,sibling,Q461586,Jeanne-Irène Biya
Cameroon,Q15819842,Ibrahim Mbombo Njoya,sibling,Q17637414,Rabiatou Njoya
Cameroon,Q23017346,Alamine Ousmane Mey,father,Q108887420,Abba Ousmane Mey
Cameroon,Q23017346,Alamine Ousmane Mey,sibling,Q108883123,Aboubakar Ousmane Mey
Cameroon,Q39156537,Hermine Patricia Tomaïno Ndam Njoya,spouse,Q687116,Adamou Ndam Njoya
Cameroon,Q41672851,Nicole Okala Bilaï,father,Q5081353,Charles Okala
Cameroon,Q57272,Paul Biya,child,Q89431675,Emmanuel Franck Biya
Cameroon,Q57272,Paul Biya,child,Q96238301,Brenda Biya
Cameroon,Q57272,Paul Biya,spouse,Q279934,Chantal Biya
Cameroon,Q57272,Paul Biya,spouse,Q461586,Jeanne-Irène Biya
Cameroon,Q687116,Adamou Ndam Njoya,spouse,Q39156537,Hermine Patricia Tomaïno Ndam Njoya
