catalog,id,name,relationship,relative,relativename
Belarus,Q106373017,Vladimir Pertsov,spouse,Q106457631,Yuliya Pyartsova
Belarus,Q13028245,Aleh Rumo,father,Q18568283,Aleh Rumo
Belarus,Q18568283,Aleh Rumo,child,Q13028245,Aleh Rumo
Belarus,Q2026222,Vladimir Makei,spouse,Q106030868,Вера Аляксандраўна Палякова-Макей
Belarus,Q2029677,Uladzimir Andreychanka,child,Q108609943,Uladzislau Andrejchanka
Belarus,Q2393922,Natalia Petkevich,spouse,Q30049526,Valentin Rybakov
Belarus,Q2564269,Alexander Radkov,child,Q106457631,Yuliya Pyartsova
Belarus,Q2564269,Alexander Radkov,sibling,Q114397634,Міхаіл Міхайлавіч Радзькоў
Belarus,Q2866,Alexander Lukashenko,child,Q1975977,Victor Lukashenko
Belarus,Q2866,Alexander Lukashenko,child,Q2393932,Dzmitry Lukashenko
Belarus,Q2866,Alexander Lukashenko,child,Q4219737,Nikolai Lukashenko
Belarus,Q2866,Alexander Lukashenko,mother,Q109795726,Katsiaryna Lukashenka
Belarus,Q2866,Alexander Lukashenko,spouse,Q1292492,Galina Lukashenko
Belarus,Q3917390,Valery Tsepkalo,spouse,Q98119626,Veronika Tsepkalo
Belarus,Q41348578,Ioury Bondar,father,Q41350952,Pavel Bondar
Belarus,Q48326359,Maksim Ryžankoŭ,father,Q18543590,Vladimir Ryzhenkov
Belarus,Q669664,Aliaksandr Bahdanovich,sibling,Q2418578,Andrei Bahdanovich
Belarus,Q70254763,Oleg Gaidukevich,father,Q2630570,Sergei Gaidukevich
Belarus,Q89134312,"Пилипец, Иван Иванович",sibling,Q89180535,"Пилипец, Виктор Иванович"
Belarus,Q89180535,"Пилипец, Виктор Иванович",sibling,Q89134312,"Пилипец, Иван Иванович"
Belarus,Q9150624,Anatol Glaz,child,Q105044508,Anatoly Glaz
Belarus,Q9373952,Viktar Kuchynski,spouse,Q63928493,Iya Malkina
Belarus,Q96435835,Ivan Tertel,sibling,Q106329531,Jury Tertel
Belarus,Q99004968,Andrei Schwed,child,Q112675272,Kiryl Shwed
Belarus,Q99004968,Andrei Schwed,father,Q112675470,Ivan Schwed
Belarus,Q99004968,Andrei Schwed,mother,Q112675639,Zinaida Schwed
Belarus,Q99004968,Andrei Schwed,sibling,Q105976775,Angela Rayemskaya
Belarus,Q99004968,Andrei Schwed,sibling,Q112675237,Aleh Schwed
