catalog,id,name,relationship,relative,relativename
Croatia,Q3176299,Kolinda Grabar-Kitarović,child,Q110208348,Katarina Kitarović
Croatia,Q3176299,Kolinda Grabar-Kitarović,child,Q110208359,Luka Kitarović
Croatia,Q3176299,Kolinda Grabar-Kitarović,spouse,Q28363894,Jakov Kitarović
Croatia,Q511448,Andrija Hebrang,father,Q269981,Andrija Hebrang
Croatia,Q56220,Ivo Sanader,child,Q12959123,Petra Sanader
Croatia,Q56220,Ivo Sanader,spouse,Q12637030,Mirjana Sanader
Croatia,Q57258,Ivo Josipović,child,Q17278699,Lana Josipović
Croatia,Q57258,Ivo Josipović,father,Q16111607,Ante Josipović
Croatia,Q57258,Ivo Josipović,mother,Q17278702,Milica Josipović
Croatia,Q57258,Ivo Josipović,spouse,Q17278697,Tatjana Josipović
Croatia,Q57611,Jadranka Kosor,spouse,Q14032794,Ivo Škopljanac
Croatia,Q58191,Vesna Pusić,father,Q971438,Eugen Pusić
Croatia,Q928356,Miroslav Tuđman,father,Q183703,Franjo Tuđman
Croatia,Q928356,Miroslav Tuđman,mother,Q37693161,Ankica Tuđman
