catalog,id,name,relationship,relative,relativename
Austria,Q113609,Elisabeth Gehrer,child,Q20984053,Stefan Gehrer
Austria,Q113609,Elisabeth Gehrer,spouse,Q109316955,Fritz Gehrer
Austria,Q11753,Heinz Fischer,father,Q25679281,Rudolf Fischer
Austria,Q11753,Heinz Fischer,sibling,Q52084591,Edith Fischer
Austria,Q11753,Heinz Fischer,spouse,Q32413,Margit Fischer
Austria,Q1281364,Eckart Ratz,father,Q1309018,Gerold Ratz
Austria,Q1331435,Gabriele Nußbaumer,sibling,Q1372852,Eugen Russ
Austria,Q1360093,Ernst Schmid,child,Q84091712,Thomas Schmid
Austria,Q1363353,Erwin Rasinger,sibling,Q104179394,Wilhelm Rasinger
Austria,Q1446553,Franz Dobusch,child,Q23978192,Leonhard Dobusch
Austria,Q1490592,Gabriele Sprickler-Falschlunger,father,Q1730936,Karl Falschlunger
Austria,Q1490592,Gabriele Sprickler-Falschlunger,spouse,Q1698215,Johannes Rauch
Austria,Q14977604,Matthias Strolz,relative,Q18411127,Christian Gantner
Austria,Q15428953,Michael Linhart,father,Q55685158,Norbert Linhart
Austria,Q15428953,Michael Linhart,sibling,Q1427981,Markus Linhart
Austria,Q1556243,Gustav Ortner,father,Q105392209,Gustav Ortner
Austria,Q1556243,Gustav Ortner,mother,Q106627429,Felizitas Ortner
Austria,Q15618404,Petra Steger,father,Q872964,Norbert Steger
Austria,Q1577572,Hans-Jörg Jenewein,sibling,Q90426,Dagmar Belakowitsch
Austria,Q15783312,Andreas Hanger,child,Q106113526,Sabine Hanger
Austria,Q15794373,Christoph Vavrik,father,Q1584797,Harald Vavrik
Austria,Q15812048,Gernot Blümel,partner,Q51119814,Clivia Treidl
Austria,Q1603428,Helmut Brandstätter,spouse,Q30148022,Patricia Pawlicki
Austria,Q1694264,Johann Gudenus,father,Q93965,John Gudenus
Austria,Q1698215,Johannes Rauch,spouse,Q1490592,Gabriele Sprickler-Falschlunger
Austria,Q1716914,Karl Korinek,father,Q1410233,Franz Korinek
Austria,Q17352992,Sepp Schellhorn,sibling,Q17747980,Franz Schellhorn
Austria,Q1751948,Sibylle Hamann,father,Q1561499,Günther Hamann
Austria,Q1751948,Sibylle Hamann,mother,Q65619,Brigitte Hamann
Austria,Q18135060,Christian Kern,spouse,Q38583087,Eveline Steinberger-Kern
Austria,Q18397246,Julian Fässler,relative,Q1169938,Guido Schmidt-Chiari
Austria,Q18411127,Christian Gantner,relative,Q14977604,Matthias Strolz
Austria,Q1874139,Ludwig Adamovich,father,Q1703050,Ludwig Adamovich
Austria,Q1889439,Manfred Haimbuchner,father,Q58625650,Lambert Haimbuchner
Austria,Q19278490,Douglas Hoyos,father,Q75368796,Count Rudolf Hoyos
Austria,Q19278490,Douglas Hoyos,mother,Q75368795,Franziska Reichsgräfin von Goëss
Austria,Q2076158,Peter Kaiser,child,Q57943547,Luca Kaiser
Austria,Q2076158,Peter Kaiser,spouse,Q1805966,Larissa Krainer
Austria,Q2162736,Roland Frühstück,child,Q18621807,Lukas Frühstück
Austria,Q2172341,Rudolf Anschober,partner,Q28489119,Petra Ramsauer
Austria,Q2561778,Werner Kogler,partner,Q1594872,Sabine Jungwirth
Austria,Q2589544,Wolfgang Erlitz,spouse,Q18020081,Evelyn Lanegger
Austria,Q2591674,Wolfgang Waldner,sibling,Q1488487,Gabi Waldner
Austria,Q28912455,Pamela Rendi-Wagner,spouse,Q28914320,Michael Rendi
Austria,Q29640409,Alexander Pawkowicz,father,Q2128331,Rainer Pawkowicz
Austria,Q37649611,Josef Smolle,spouse,Q63850306,Freyja-Maria Smolle-Jüttner
Austria,Q42016569,Philippa Strache,spouse,Q44733,Heinz-Christian Strache
Austria,Q42304258,Therese Niss,father,Q42304794,Peter Mitterbauer
Austria,Q42307913,Martin Engelberg,spouse,Q273054,Danielle Spera
Austria,Q42860944,Karl Nehammer,relative,Q1492142,Peter Nidetzky
Austria,Q42860944,Karl Nehammer,spouse,Q111367985,Katharina Nehammer
Austria,Q438475,Ingrid Wendl,spouse,Q79146,Milan Turković
Austria,Q44274,Jörg Haider,child,Q16062368,Ulrike Haider-Quercia
Austria,Q44274,Jörg Haider,sibling,Q86354,Ursula Haubner
Austria,Q44733,Heinz-Christian Strache,spouse,Q42016569,Philippa Strache
Austria,Q46387733,Bernadette Arnoldner,spouse,Q56410861,Thomas Arnoldner
Austria,Q500389,Andreas Schieder,father,Q1274581,Peter Schieder
Austria,Q50413965,Christian Samwald,father,Q1448846,Franz Samwald
Austria,Q53282,Werner Faymann,spouse,Q1905476,Martina Ludwig-Faymann
Austria,Q63243084,Karl Schmidhofer,relative,Q449253,Nicole Schmidhofer
Austria,Q64168538,Alexander Schallenberg,father,Q64168979,Wolfgang Schallenberg
Austria,Q694640,Patrick Ortlieb,child,Q15613391,Nina Ortlieb
Austria,Q72071295,Felix Eypeltauer,relative,Q813274,Beatrix Eypeltauer
Austria,Q78490,Thomas Klestil,child,Q98457206,Stefan Klestil
Austria,Q78490,Thomas Klestil,spouse,Q86115,Edith Klestil
Austria,Q78490,Thomas Klestil,spouse,Q88114,Margot Klestil-Löffler
Austria,Q78538,Viktor Klima,spouse,Q60777998,Sonja Klima
Austria,Q78869,Alexander Van der Bellen,father,Q24207185,Alexander Van der Bellen
Austria,Q78869,Alexander Van der Bellen,mother,Q24207217,Alma Van der Bellen
Austria,Q78869,Alexander Van der Bellen,spouse,Q24207527,Doris Schmidauer
Austria,Q78869,Alexander Van der Bellen,spouse,Q24232621,Brigitte Van der Bellen
Austria,Q78904,Susanne Riess,partner,Q78647,Johannes Hahn
Austria,Q79397235,Andreas Kinsky,father,Q15819463,Hans Kinsky
Austria,Q81616260,Agnes Sirkka Prammer,spouse,Q15850794,Thomas Prammer
Austria,Q822162,Bernadette Mennel,sibling,Q19677127,Peter Mennel
Austria,Q84091444,Christian Dax,relative,Q2589412,Wolfgang Dax
Austria,Q84091482,Dieter Posch,father,Q1248005,Josef Posch
Austria,Q84091712,Thomas Schmid,father,Q1360093,Ernst Schmid
Austria,Q84699,Frank Stronach,child,Q548048,Belinda Stronach
Austria,Q84900,Karl-Heinz Grasser,spouse,Q90141,Fiona Swarovski
Austria,Q85433,Doris Bures,partner,Q76824347,Wolfgang Jansky
Austria,Q86182,Alois Stöger,father,Q67891440,Alois Stöger
Austria,Q89601,Reinhold Mitterlehner,sibling,Q76735877,Andreas Mitterlehner
Austria,Q90426,Dagmar Belakowitsch,sibling,Q1577572,Hans-Jörg Jenewein
Austria,Q93870,Eva Glawischnig-Piesczek,spouse,Q2531209,Volker Piesczek
Austria,Q93965,John Gudenus,child,Q1694264,Johann Gudenus
Austria,Q93965,John Gudenus,father,Q6215621,Johann Baptist Gudenus
