catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Lebanon,President,Michel Aoun,Q363392,2016-10-31,male,1933-09-30,,Michel Aoun with Putin 1 (cropped).jpg,Michel Aoun
Lebanon,Prime Minister,Najib Mikati,Q318493,2021-09-10,male,1955-11-24,,Miktai.jpg,Najib Mikati
Lebanon,Deputy Prime Minister,Saadeh Al Shami,Q108507913,2021-09-10,male,1970,,,Saadeh Al Shami
Lebanon,Minister of Agriculture,Abbas Al Haj Hassan,Q108508046,2021-09-10,male,1975-01-15,,,
Lebanon,Minister of Culture,Mohammad Mortada,Q108508047,2021-09-10,male,1972,,,
Lebanon,Minister of Defence,Maurice Sleem,Q108504532,2021-09-10,male,1954-02-05,,,Maurice Sleem
Lebanon,Minister of the Displaced,Issam Sharafeddine,Q108508043,2021-09-10,male,1954,,,
Lebanon,Minister of Economy and Trade,Amin Salam,Q108504534,2021-09-10,male,1970,,,Amin Salam
Lebanon,Minister of Education and Higher Education,Abbas Halabi,Q108508022,2021-09-10,male,1948,,,Abbas Halabi
Lebanon,Minister of Energy and Water,Walid Fayyad,Q108508019,2021-09-10,male,1970,,,
Lebanon,Minister of the Environment,Nasser Yassine,Q108508045,2021-09-10,male,1970,,,
Lebanon,Minister of Finance,Youssef Khalil,Q3572943,2021-09-10,male,1947,,,Youssef Khalil
Lebanon,Minister of Foreign Affairs,Abdallah Bou Habib,Q108504531,2021-09-10,male,1941-11-21,,,Abdallah Bou Habib
Lebanon,Minister of Health,Firas Abiad,Q108508023,2021-09-10,male,1970,,,
Lebanon,Minister of Industry,George Bouchikian,Q108508048,2021-09-10,male,1965-05-10,,,
Lebanon,Minister of Information,Ziad Makary,Q111685992,2022-03-10,male,,,,Ziad Makary
Lebanon,Minister of the Interior and Municipalities,Bassam Mawlawi,Q108504533,2021-09-10,male,1968,,,
Lebanon,Minister of Justice,Henri Khoury,Q108504530,2021-09-10,male,1951-02-27,,,
Lebanon,Minister of Labour,Moustafa Bayram,Q108508025,2021-09-10,male,1972,,,
Lebanon,Minister of Public Works and Transport,Ali Hamieh,Q108508021,2021-09-10,male,1977,,,
Lebanon,Minister of Social Affairs,Hector Hajjar,Q108524708,2021-09-10,male,1965,,,
Lebanon,Minister of Telecommunications,Johnny Corm,Q108508058,2021-09-10,male,1966-09-02,,,
Lebanon,Minister of Tourism,Walid Nassar,Q108508033,2021-09-10,male,1968,,,
Lebanon,Minister of Youth and Sports,Georges Kallas,Q108508044,2021-09-10,male,1953,,,
Lebanon,Minister of State for Administrative Reform,Najla Riachi,Q108524635,2021-09-10,female,1961,,,
Lebanon,Speaker of the Parliament,Nabih Berri,Q704220,1992-10-20,male,1938-01-28,,Berri.jpg,Nabih Berri
Lebanon,Governor of the Bank of Lebanon,Riad Salameh,Q3362882,1993-08-01,male,1950-07-17,,Governor of Banque Du Liban.jpg,Riad Salameh
