catalog,position,person,personID,start,gender,DOB,DOD,image,enwiki
Saint Kitts and Nevis,monarch,Charles III of the United Kingdom,Q43274,2022-09-08,male,1948-11-14,,"Charles, Prince of Wales in 2021 (cropped) (2).jpg",Charles III
Saint Kitts and Nevis,Governor-General,Tapley Seaton,Q20995517,2015-05-19,male,1950-07-28,,Tapley Seaton 2018.jpg,Tapley Seaton
Saint Kitts and Nevis,Prime Minister,Terrance Drew,Q113443525,2022-08-06,male,1976-11-22,,Terrance Drew 2022.jpg,Terrance Drew
Saint Kitts and Nevis,Deputy Prime Minister,Geoffrey Ian Hanley,Q113554646,2022-08-13,male,,,,
Saint Kitts and Nevis,Minister of Agriculture,Samal Mojah Duggins,Q113554643,2022-08-13,male,1984-11-13,,,
Saint Kitts and Nevis,Minister of Education,Geoffrey Ian Hanley,Q113554646,2022-08-13,male,,,,
Saint Kitts and Nevis,Minister of Environment,Joyelle Trizia Clarke,Q113554653,2022-08-13,female,,,,
Saint Kitts and Nevis,Minister of Foreign Affairs,Denzil Douglas,Q57738,2022-08-13,male,1953-01-14,,Denzil L Douglas.jpg,Denzil Douglas
Saint Kitts and Nevis,Minister of Health,Terrance Drew,Q113443525,2022-08-13,male,1976-11-22,,Terrance Drew 2022.jpg,Terrance Drew
Saint Kitts and Nevis,Minister of Justice,Garth Lucien Wilkin,Q113554717,2022-08-13,male,,,,
Saint Kitts and Nevis,Minister of Public Infrastructure,Konris Maynard,Q6429812,2022-08-13,male,1983-07-08,,,Konris Maynard
Saint Kitts and Nevis,Minister of Social Development,Geoffrey Ian Hanley,Q113554646,2022-08-13,male,,,,
Saint Kitts and Nevis,Minister of Tourism,Marsha Tamika Henderson,Q113554648,2022-08-13,female,,,,
Saint Kitts and Nevis,Attorney General,Garth Lucien Wilkin,Q113554717,2022-08-13,male,,,,
Saint Kitts and Nevis,Speaker of the National Assembly,Anthony Michael Perkins,Q105501687,2016-06-30,male,1964,,,Anthony Michael Perkins
Saint Kitts and Nevis,Premier of Nevis,Mark Brantley,Q23664146,2017-10-29,male,1969-01-11,,Secretary Pompeo Meets with Saint Kitts and Nevis Foreign Affairs Minister Brantley (49430297112) (cropped).jpg,Mark Brantley
Saint Kitts and Nevis,Commander of the Defence Force,J. Anthony Comrie,Q110287880,2018-02,male,,,,
