catalog,id,name,relationship,relative,relativename
Germany,Q101192,Hans-Peter Bartels,spouse,Q104875,Susanne Gaschke
Germany,Q102506,Wolfgang Bosbach,child,Q106618306,Caroline Bosbach
Germany,Q103710,Oliver Krischer,spouse,Q1684950,Sybille Haußmann
Germany,Q104150,Monika Griefahn,child,Q115286086,Nora Sophie Griefahn
Germany,Q104150,Monika Griefahn,spouse,Q69643,Michael Braungart
Germany,Q1044319,Carolin Butterwegge,spouse,Q1084664,Christoph Butterwegge
Germany,Q105676,Karl Lauterbach,spouse,Q99975451,Angela Spelsberg
Germany,Q105887641,Kristina Nordt,father,Q1268020,Manfred Scherer
Germany,Q107021,Marco Wanderwitz,partner,Q15647562,Yvonne Magwas
Germany,Q107305149,Karoline Otte,mother,Q107425628,Heike Müller-Otte
Germany,Q107726,Boris Palmer,father,Q1603976,Helmut Palmer
Germany,Q107726,Boris Palmer,partner,Q76265,Franziska Brantner
Germany,Q107737,Vera Lengsfeld,child,Q15439343,Philipp Lengsfeld
Germany,Q107737,Vera Lengsfeld,spouse,Q15436858,Sebastian Kleinschmidt
Germany,Q107737,Vera Lengsfeld,spouse,Q1639932,Knud Wollenberger
Germany,Q107777,Gebhardt von Moltke,father,Q215291,Hans-Adolf von Moltke
Germany,Q108447,Heiko Maas,partner,Q66970,Natalia Wörner
Germany,Q108733806,Ophelia Nick,relative,Q1576571,Hanns Voith
Germany,Q109433,Doris Ahnen,spouse,Q18629067,Matthias Kollatz
Germany,Q1097805,Claudia Stamm,mother,Q538376,Barbara Stamm
Germany,Q109943,Robert Habeck,spouse,Q45209048,Andrea Paluch
Germany,Q109979,Simone Peter,mother,Q992661,Brunhilde Peter
Germany,Q110651831,Antonin Brousek,father,Q608277,Antonín Brousek
Germany,Q110719,Oskar Lafontaine,spouse,Q1078145,Christa Müller
Germany,Q110719,Oskar Lafontaine,spouse,Q20536817,Ingrid Bachert
Germany,Q110719,Oskar Lafontaine,spouse,Q20536858,Margret Müller
Germany,Q110719,Oskar Lafontaine,spouse,Q77193,Sahra Wagenknecht
Germany,Q110883,Agnes Krumwiede,sibling,Q114077009,Franziska Krumwiede-Steiner
Germany,Q112109,Thomas Strobl,spouse,Q18609986,Christine Strobl
