catalog,id,name,relationship,relative,relativename
Faroe Islands,Q1416571,Poul Michelsen,spouse,Q13218840,Sólrún Michelsen
Faroe Islands,Q254129,Jenis av Rana,father,Q17106684,Dánjal av Rana
Faroe Islands,Q331931,Jóannes Eidesgaard,child,Q20606530,Erling Eidesgaard
Faroe Islands,Q556712,Aksel V. Johannesen,father,Q1414299,Vilhelm Johannesen
Faroe Islands,Q567780,Høgni Hoydal,father,Q24004893,Kjartan Hoydal
Faroe Islands,Q657419,Karsten Hansen,father,Q37344323,Fríðrikur Hansen
Faroe Islands,Q67077020,Ingilín Didriksen Strøm,father,Q255908,Hans Pauli Strøm
Faroe Islands,Q67077020,Ingilín Didriksen Strøm,spouse,Q737181,Teitur Lassen
Faroe Islands,Q67080693,Uni Rasmussen,sibling,Q17106701,Joen Magnus Rasmussen
Faroe Islands,Q754857,Annika Olsen,father,Q11979618,Jákup Olsen
