catalog,id,name,relationship,relative,relativename
Kuwait,Q101693636,Salem Abdullah Al-Jaber Al-Sabah,spouse,Q113437054,Sheikha Rima al-Sabah
Kuwait,Q104175576,Thamer Ali Sabah Al-Salem Al-Sabah,father,Q12228117,علي صباح السالم الصباح
Kuwait,Q109257335,Fahed Ahmad Al-Amir,sibling,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah
Kuwait,Q109259869,Ahmed Nawaf Al-Ahmad Al-Sabah,father,Q641805,Nawaf Al-Ahmad Al-Jaber Al-Sabah
Kuwait,Q114822001,Abdullah Ali Abdullah Al Salem Al Sabah,father,Q12227918,علي العبد الله السالم الصباح
Kuwait,Q12222708,عبد الرحمن الغنيم,father,Q12210111,Khalid Al-Ghunaim
Kuwait,Q12223432,Abdullah Al-Nibari,spouse,Q111310130,Feryal Al-Furaih
Kuwait,Q12247753,Nasser Sabah Al-Ahmad Al-Sabah,father,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah
Kuwait,Q12247753,Nasser Sabah Al-Ahmad Al-Sabah,mother,Q99766947,Fatouh Salman Al-Sabah
Kuwait,Q12247753,Nasser Sabah Al-Ahmad Al-Sabah,spouse,Q12208366,حصه صباح السالم الصباح
Kuwait,Q16934197,Mohammad Al Khalid Al Sabah,sibling,Q12219691,Sabah Al-Khalid Al-Sabah
Kuwait,Q16934197,Mohammad Al Khalid Al Sabah,sibling,Q16159745,Ahmad Al Khalid Al Sabah
Kuwait,Q20684349,Mohammed Khaled Al-Khadher,sibling,Q12212948,Rashed Khaled Al-Khadher
Kuwait,Q217194,Jaber al-Ahmad al-Sabah,father,Q400907,Ahmad Al-Jaber Al-Sabah
Kuwait,Q217194,Jaber al-Ahmad al-Sabah,mother,Q12200350,بيبي السالم الصباح
Kuwait,Q217194,Jaber al-Ahmad al-Sabah,sibling,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah
Kuwait,Q313661,Saad Al-Abdullah Al-Salim Al-Sabah,father,Q2183167,Abdullah III Al-Salim Al-Sabah
Kuwait,Q313661,Saad Al-Abdullah Al-Salim Al-Sabah,spouse,Q12237255,لطيفة الفهد السالم الصباح
Kuwait,Q3327520,Muhammad Sabah Al-Salem Al-Sabah,father,Q2074907,Sabah III Al-Salim Al-Sabah
Kuwait,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah,child,Q12247753,Nasser Sabah Al-Ahmad Al-Sabah
Kuwait,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah,father,Q400907,Ahmad Al-Jaber Al-Sabah
Kuwait,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah,sibling,Q12180517,Amthal Al-Ahmad Al-Jaber Al-Sabah
Kuwait,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah,sibling,Q12209885,Khalid al-Ahmad al-Xabir al-Saba
Kuwait,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah,sibling,Q12223324,Abdala al-Ahmad al-Xabir al-Saba
Kuwait,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah,sibling,Q12230681,Frayha Al-Ahmad
Kuwait,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah,sibling,Q12243161,Mishal Al-Ahmad Al-Jaber Al-Sabah
Kuwait,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah,sibling,Q1617724,Fahad Al-Ahmed Al-Jaber Al-Sabah
Kuwait,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah,sibling,Q21069529,Mohammed Ahmad Al-Jaber Al-Sabah
Kuwait,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah,sibling,Q217194,Jaber al-Ahmad al-Sabah
Kuwait,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah,sibling,Q641805,Nawaf Al-Ahmad Al-Jaber Al-Sabah
Kuwait,Q6164155,Jassem Al-Kharafi,sibling,Q22276740,Fawzi Al-Kharafi
Kuwait,Q641805,Nawaf Al-Ahmad Al-Jaber Al-Sabah,child,Q109259869,Ahmed Nawaf Al-Ahmad Al-Sabah
Kuwait,Q641805,Nawaf Al-Ahmad Al-Jaber Al-Sabah,child,Q99373620,Salem Nawaf Al Sabah
Kuwait,Q641805,Nawaf Al-Ahmad Al-Jaber Al-Sabah,father,Q400907,Ahmad Al-Jaber Al-Sabah
Kuwait,Q641805,Nawaf Al-Ahmad Al-Jaber Al-Sabah,sibling,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah
Kuwait,Q6781875,Marzouq Al-Ghanim,father,Q85682837,Ali Thunayan Al-Ghanim
Kuwait,Q6781875,Marzouq Al-Ghanim,mother,Q11921636,Fazia al-Kharafi
Kuwait,Q6892904,Mohammed Al-Sanousi,spouse,Q115241381,Basma Suleiman
Kuwait,Q96202201,Hamad Jaber Al-Ali Al-Sabah,father,Q12204053,جابر العلي السالم الصباح
Kuwait,Q96202201,Hamad Jaber Al-Ali Al-Sabah,mother,Q20382395,Souad Al-Humaidhi
